,query,data
61,forum-how-to-subscribing-to-tags,"Hello NVIDIA Developer forum members,There are times where you might be need or want to follow topics posted with a specific tag.
Tags help label specific content for improved searchability across the whole community.The forum platform makes it super easy to follow a tag.
image849×363 7.78 KB

image863×411 35.7 KB
That’s it, you now follow topics across the community that are tagged with a particular tag.NOTE: You can easily manage all tags that you watch, track, or mute by going to your preferences page.
image684×639 21 KB
Powered by Discourse, best viewed with JavaScript enabled"
62,please-delete-my-old-account-now,"After a hacking Attack, i needed to change my Mail Adress over a year ago…
Today i recognized, that my NVidia Account was still using the old Mail, which is deleted.
So i wanted to change the Mail…  But i can´t login, cause a verification Mail is sent to my old Adress, everytime i try to login…So i asked the Chat, if they can change the adress…  No… i need to login…
Good Joke…
My Google Persona is linked to this account…
And even if i try to loghin with google… verification mail is sent to a dead mail adress…
So i can´t create a new account with my google Persona…I now created a new Account with my new Mail Adress here…Now i want YOU, to delete my old Account and Google Persona, cause my Google Datas are Datas you are not allowed to hold without my permission (Data protection Law in Germany!).My old Account mail: chaosgod_esper@gmx.deHi @BDC_Patrick,I have forwarded your request to the team. I will let you know when this has been addressed.Thanks,
Tom@BDC_Patrick, I sent you instructions via a private message. Let me know if you have any questions or issues.Best,
TomPowered by Discourse, best viewed with JavaScript enabled"
63,uninstall-completely-cuda-version-396-148,"Hello,
Just a question: how to uninstall completely and cleanly Cuda version: 396.148
Thank you in advance!Wrong forum for that…you should post the same question here:
[url]https://devtalk.nvidia.com/default/board/58/cuda-setup-and-installation/[/url]When you do post you should mention which host Linux distribution you use (e.g., Ubuntu, Fedora…via package versus via the “.run” file).Powered by Discourse, best viewed with JavaScript enabled"
64,sdk-manager-account-locked,"Hi
It’s been a while since my last login via SDK Manager (Ubuntu 18.04)
Today, after several incorrect attempts (failed) i got “You account is blocked. Check you email”.
I haven’t received any related emails (despite notification).
How can i get my account unlocked?
TnxHi,You should have access now. Please confirm.Best,
TomTnx TomK, now it works just fine.Powered by Discourse, best viewed with JavaScript enabled"
65,usage-limits-dli,"I have paid for the class named ‘ Introduction to Robotic Simulations in Isaac Sim’ but I got the error says ‘Usage Limit’ even though I only used it for a short time to study. and I am not able to continue the class at second lecture. can you give me more time to study and what’s the exact time that I had been provided?Hi @abcd41455,Welcome to the NVIDIA Developer forums!
I have granted you additional time.Cheers,
TomHi @abcd41455,Were you able to continue the course? Let me know if you have any issues. If I don’t hear back I will assume all is good.Best,
TomPowered by Discourse, best viewed with JavaScript enabled"
66,i-am-unable-to-change-email-address,"I’ve followed every instruction. When I hit “save” it does not save.Hi @sicklordsolar1,Please send me a private message with your email details, with both new and old addresses. I will pass this on to the team for a look.Thanks,
TomI am having the same problem. My current email is set to deactivate eventually, and I need to change it, but when I input a new email and hit “Save” nothing happens.Hi @william.popePlease send me your old and new email addresses in a private message. I will then send that info to the team that manages the login service.Powered by Discourse, best viewed with JavaScript enabled"
67,multiple-log-ins-required,"As you can obviously see, I am currently logged into this forum since I am posting this message.Why is it necessary to log in again when I want to file a bug report or check the status of one already filed?  I have verified this on two different machines, both running windows 10 and running firefox.This makes no sense to me.Hello,Unfortunately, the bug reporting site sits in a totally different platform.
This is the reason for having to log in again. We hope to link these together in a future upgrade, but there is no ETA for this at the moment.Best,
TomPowered by Discourse, best viewed with JavaScript enabled"
68,cant-view-webinar,"I’m trying to watch the webinar Deep Dive into cuDNN 8 Webinar.I get the message “NVIDIA Developer Program Membership Required”.As far as I can tell, I am already a member of the NVIDIA Developer Program.If I am not a member, could someone please post a link to sign up?If I am a member, could someone please look into why it’s not working?Thanks in advance!I think it’s possible that the link is broken. I found the link here: CUDA Deep Neural Network (cuDNN) | NVIDIA DeveloperHi, the link works for me. Are you sure that you are logged in?
What region are you located in?I’m located in the US. I tried clearing cookies, and logging back in, but it’s still not working.I think the webinar may be the same as cuDNN v8 New Advances in Deep Learning Acceleration: APIs, Optimizations, and How to Tackle the Future Challenges in Hardware and Software | NVIDIA On-Demand (though it’s hard for me to tell).Yes, that looks to be the same video.Thanks. As a workaround, I’ll just watch that one.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
69,miracast-cannot-connect-machines-with-h-264-disable,"1.Open Action Center by clicking the icon on the task tray.
2.click “Connect”
3.Click on the targeted display adapter
4.Found the connect page of host PC show ‘Connected’ but extended screen will show warning message “Oops,Something went worry” and cannot connect host PC to the WIDI adapter=>Problem
Note: Issue happen w/H.264 disabledHi @fyuan,Welcome to the NVIDIA Developer forums. This category is for site feedback, and offers no support. What NVIDA product/service are you referring to? Let me know so I can move this to the correct forum for you.Best,
TomPowered by Discourse, best viewed with JavaScript enabled"
70,spatial-mapping,"Hello
I’m working on an Augmented Reality project. I’ll use my project nvdia cards. XT1 or XT2.
My project includes Spatial mapping. I could not find any resources related to this issue. Is there any information that might help?Hello,Welcome to the Nvidia Developer forums. Are you referring to Jetson TX1 or TX2?Thanks,
Tomit does not matter
Problem, I haven’t found an example about spatial mapping in nvidia XT platformPowered by Discourse, best viewed with JavaScript enabled"
71,nvidia-developer-community-code-of-conduct,"DevTalk Community Code of ConductThe NVIDIA Devtalk Community is a friendly place where we rely on respectful interactions. While here, please avoid the following:EnforcementNVIDIA, at its discretion, may use one or more of the following to enforce these terms:Thanks for being part of the NVIDIA Developer CommunityPowered by Discourse, best viewed with JavaScript enabled"
72,nvidia-developer-login-from-jetson-nano-fail,"I just tried to login using the Jetson Nano Chromium browser, when the virus being used to upset users asked to match images, I could click on one image then the second but the third image would require two clicks to get selected and the second image would unselect, there is no way to get more then two images selected, can’t get past the virus you all have guarding Nvidia.com - On the PC side, no issues . Same Keyboard and mouse on both computers only the Jetson Nano is not getting pass your virus.Hi @kangusz1fss,Are you seeing this issue when on VPN? If so, I would try again without using VPN.Powered by Discourse, best viewed with JavaScript enabled"
73,what-is-inst-misc,"Hello All,When I use ”nvprof --metrics all“, there is an event that called inst_miscIn the documentation, the explanation for inst_misc is Number of miscellaneous instructions executed by non-predicated threads.What are the meanings of “miscellaneous instructions” and “non-predicated threads”?Thanks!Hello,Can you please provide more information? What product are you using? This is the Community feedback forum. I will move this topic to the proper forum once I know which product board is best suited.Thanks for being part of the DevTalk community.
TomPowered by Discourse, best viewed with JavaScript enabled"
74,how-to-guides,"Hi I am a newbie and getting very frustrated. I have tried to follow the first how to guides on setting up a container and capturing images from a USB camera and the instructions do not work or are not clear. xhost is not recognised as a command. And no camera found even though ‘Cheese’ does see my USB camera. Are there better clearer tutorials somewhere?Hello,Welcome to the NVIDIA Developer forums. This is the community feedback category, no support is provided here. Is your issue related to Jetson? If so, I can move your topic. Please let me know.Hello,Have you had success with finding what you needed? Assuming all is good, I will close this topic in 14 days unless I hear back from you.Best,
Tom KThis topic was automatically closed after 13 days. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
75,shadowplay-voice-recording,"It would really nice if shadowplay had an option to set up more then one voice PTT for other programs like discord and teamspeak some games use voip which normally requires a ptt key with there only being one you have to choose rather your voice can be heard in game on the recording or in the voice program in the recording.You should post in the GeForce forums. This space is for Developer forum feedback only.https://www.nvidia.com/en-us/geforce/forums/discover/Thanks,
TomPowered by Discourse, best viewed with JavaScript enabled"
76,walk-but-did-not-turn-off-the-jupyter,"I went for a walk and I forgot to turn off the lab for the getting started with deep learning. Can I get more lab time h the getting started with deep learning so that I can finish the course?Hello,I gave you two more hours.Cheers,
TomPowered by Discourse, best viewed with JavaScript enabled"
77,i-can-not-log-into-the-sdkm,"I get “incorrect email or password,” and yet can log into the developer site with the same email and password.  Please helpWelcome to the NVIDIA Developer forums! Please see this topic for information on the SDKM.Hi @wnamorgan,Were you able to resolve your issue?Hello Team,
I Signed up as the NVIDIA developer as I am working on Nvidia Xavier AGX dev kit, but I cannot log in SDK manager.
I have successfully verified the email link sent to the given email ID, but there it says, “User is not authorized on NVIDIA developer server.”
I also tried to raise this issue with NVIDIA support team, but I don’t have access there as well. Kindly assist.Hi @khachit.basettiAre you running on the latest version of the SDKM?Hi, I have the same problem and I’m running on the latest version of the SDKMHi @anawilliam850Please package the folder ~/.nvsdkm and send that to me via a private message.Thanks,
TomPowered by Discourse, best viewed with JavaScript enabled"
78,where-is-the-markdown-help-for-pre-formatting-text-in-these-forums,"How do I pre-format text in my post?  I’ve been using ‘[’ code ‘]’.  ← I don’t even know how to write this correctly.Where can I find markdown help for these forums?Right now I’m basically just guessing (and failing.)
[pre]
1 |  12 | 123
456 |   7 |  89
[/pre]Unfortunately, this platform does not allow for pre-formatted text. This feature will be included in the upcoming forum update. :-)Best,
TomCompared to the StackExchange sites, I find this site to be very lacking in features.  Maybe you should find an alternative platform that at least has preview and better formatting options. [url]Are there any clones/alternatives for running a Stack Exchange style Q&A site? - Meta Stack Exchange.I completely agree. We are working on moving to a new platform in the next quarter.Best,
TomPowered by Discourse, best viewed with JavaScript enabled"
79,where-is-proper-place-to-report-specific-system-problems,"I have a dual-monitor problem with my K4000 GPU after upgrading to Xubuntu 18.10.  It doesn’t look like this developer forum may be the appropriate place to post regarding that, but I’m not sure.  Can you please suggest the proper place to request help for such an issue?  Thanks.Hello,The Geforce forums are for consumer-related issues. Please post your issue here:[url]https://forums.geforce.com/default/board/27/support/[/url]Best,
TomThanks Tom.  Much appreciated.Powered by Discourse, best viewed with JavaScript enabled"
80,support-for-forum-signature,"Hello,It would be nice to add support for forum Signature like other forums, that section can be handy to add the machine specs from the users to don’t add them every time on forum threads for example, or add links to the user’s social media, etc.One example from Maxon’s Redshift forum:
image1787×441 30.8 KB
I hope that you can find it useful.Cheers.Hello,Thanks for the feedback. This has been asked for by other folks using the platform, unfortunately, this is not on the vendor’s roadmap at this time.I know this is not exactly what you asked for, but you could create a “canned” reply with the information that you wish to post.I see, thanks for the workaround.Cheers!Thank you!This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
81,reply-follow-add-poll-rss-feed-links-do-not-work,"I’ve just noticed that the Reply, Follow, Add Poll, RSS Feeds buttons in Forums > GPU Unix Graphics > Linux, specifically in this topic no longer work but they still work in this subforum/topic.Is this intentional?Edit: that was due to the very long title of the topic. I’ve trimmed it and now everything is OK. It’s still a bug.

Screenshot_2019-02-28.png1172×233 37.7 KB
Hi Artem,Thanks for reaching out. We are aware of several bugs with the current system. I will add this one to the list.
We have plans to upgrade the site sometime this year. Stay tuned.Best regards,
TomPowered by Discourse, best viewed with JavaScript enabled"
82,please-send-an-empty-box-from-under-3060,"Hello. Can I ask you to send me an empty box from under the video card 3060. The fact is that my son’s birthday is coming soon, but now the price for it is quite high. I will put a 1060 card in the box from under 3060, he will not understand yet, but he will be happy with the gift, and for me this is the most important thing. I thank you in advance and shake your hand.Hello,Welcome to the NVIDIA Developer forums. I suggest reaching out to the GeForce forums, as the folks there deal with all video game related questions.The world's most advanced graphics cards, gaming solutions, and gaming technology - from NVIDIA GeForce. Download drivers, automate your optimal playable settings with GeForce Experience.Best,
TomPowered by Discourse, best viewed with JavaScript enabled"
83,computer-vision-developer-day-monday-2-28-1145-a-m-pacific,"Attention All Computer Vision Developers:This coming Monday, February 28th, between 11:00-11:45 A.M. Pacific we are holding our First Computer Vision Developer Day of 2022 ahead of Graphics Processing Unit Technology Conference (GTC) '22. We will have members from NVIDIA developer relations, inception, and product teams in attendance that want to hear from you: the computer vision developer.Here is the agenda:Direct message me if you are interested in attending. If you have questions or have a specific project or need you are interested in discussing, please email cv-dev@nvidia.com. Until then, feel free to check out our refreshed Computer Vision Solutions Landing Page.Best,MikeB_NVPowered by Discourse, best viewed with JavaScript enabled"
84,delete-my-account,"I don’t know why such a big companies trying to make very hard for us to remove our account. I have been trying to find a way to delete my account from developer program but no luck. Please, DELETE my account immediately!!Hello,Please visit our Privacy Policy page and follow the instructions to delete your account data.Privacy Center - Our Privacy Commitments set out the principles that govern our approach. Find information about our work on privacy and data protection.<br/>Best regards,
TomScroll down to the bottom of the page after you are logged in. You will see an option to “Delete My Data”.this doesn’t work any more@anon38095283,Your account was anonymized due to account deletion.Thanks,
TomPowered by Discourse, best viewed with JavaScript enabled"
85,luxcore-rendering,"I have a GeForce GTX 1060 6GB (Driver version 391.25) in my Dell XPS 8920 running Win 10 (64 bit). Is there a setting that will allow me to render in LuxCore modes Path OCL and RT Path OCL?Hi,Welcome to the NVIDIA Developer forums. Support questions are not answered in this section. Is this a consumer or developer focused issue? If developer, please find the category that best suits your product or service, and I can move your question for you. For consumer, please visit the GeForce forums.Hello, TomK…Sorry if I violated forum rules, but I posted that question on that forum in accordance with the instructions I received in an email a couple of days ago. Here’s what it said:“Hello Henry,“Thank you for writing back to us.“Please login to the below link using NVIDIA Developer Account (in case you do not have an account, you will have to create a new account)
https://forums.developer.nvidia.com/“Once logged in, click on the ‘New Topic’ option on the Top-right, below the Account Avatar Icon.Add all information regarding your concern and create a topic.“Best Regards,GaneshNVIDIA Customer Care”Does anyone at NVIDIA really know WHERE I can get an answer to my question?Henry HubichFrustrated NVIDIA User
FD04FBFFE1614EB599B654CD9B4FADFF.png708×1 83 Bytes
Hi Henry,You did nothing wrong, just that the topic was posted in a category where there are no support resources. I searched the complete forum for any mention of LuxCore and came up empty.
You might try posting your issue on the LuxCore Github.LuxCore source repository. Contribute to LuxCoreRender/LuxCore development by creating an account on GitHub.Best regards,
Tom KThis topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
86,has-nvidia-become-a-security-company-and-abandoned-embedded-hardware,"Hi,It seems that nobody answers my threads about this. I have complained twice about the security settings for an SDK Manager and nobody listened. So i will ask again, why the FBI security when it comes to using an SDK on a laptop that we already have to authenticate?I have complained how useless and painful it is to login to just flash the jetsons we bought. We need to click several times on bicycles etc and now we have to go through an authenticator app??? Does NVIDIA realise we dont want more MFA tokens on our phone?This time though, updating the SDK MAnager asked me to log in, go through MFA and then it downloaded the update files and then the update failed…So much work is being done on something that brings such little to no value to us (your security) and i’ve been complaining to you about how slow you are when it comes to delivering wheels for python3.7 which is old now, ive been complaining about having to recompile the code binary tree just to enable SPI and many other things that makes the jetson inferior to a hobby project like the raspberry pi…All that effort that went into security could have gone into the stuff that we actually need:
Support for wheels for newest OS etc
Better documentation
Enable SPI in some setting somehow (check raspberry pi)
Make it easier to flash
and many more shortcomings I have mentioned in my posts.I was the first one to publicly post the wheels for tensorflow gpu 1.15 for python 3.7 because camera manufacturers like Allied Vision etc only work on python 3.7So what is NVIDIA’s plan? More security?This is frustratingHi @LeMoth, You might want to post this over in the Jetson forums, as there are no technical resources monitoring this category. This section is for reporting forum issues only.Thanks,
Tom K
NVIDIA Community ManagerPowered by Discourse, best viewed with JavaScript enabled"
87,cannot-change-email,"I have read the instructions of February 2020 for changing an email address.  When I go to edit the profile, there is no entry for an email address nor a “change email” button.In the meantime, my email address is gone and I can read posts by logging in, but I cannot receive any messages at the old address.I also cannot log in as a developer because the site sends a confirmation email to my old address, which I cannot read.Hello @xtz465 ,Please revisit this page for the latest instructions.Thanks,
Tom KI’m afraid this does not work because the system sends a “security challenge” to my (closed) email address, so I cannot answer it.The issue is that you do not have access to your old email address. Without this, it is impossible to verify ownership of a developer account. Folks must be able to prove ownership, or else it would be too easy for someone to steal other peoples accounts.Powered by Discourse, best viewed with JavaScript enabled"
88,migration-vgpu-grid-forum,"Hello.Migration scripts did not “migrate” all tags correctly - “[img]” in bullets (for example), [b] in code (for example)…
The editing of migrated posts are also disabled. So can you enable editing of all posts again ?
Thanks, MartinPS: This should be deleted.Hi @anon56509511,Thanks for pointing this out.I have the vendor looking into this now. As for editing, members are allowed up to 48 hours to edit their posts. If you have a particular post that you wish edited, let me know.Best
TomHi @anon56509511,The issue is both of these instances were nested inside other blocks. The [img] tags reported were nested inside of an HTML <ul> list, and the <b> tags are inside of a codeblock. The platform post cooker (which takes the raw text and turns it into HTML) didn’t know what to do in those instances.The posts with this issue were corrected. Let me know if you find any other examples.Thanks,
TomThanks for correction. There are more places to correct but it is so complicated to find,report,wait,correct… so leave this in that state forever.Powered by Discourse, best viewed with JavaScript enabled"
89,usage-limit-lab-time-provided-with-your-course,"Hello, this is the first time that I take the NVIDIA course, I took the “Getting Started with Deep Learning” course, I got to the last material, only because of a learning to reinforce the time I missed, I can’t start the laboratory and I get a pop-up window “You have exhausted the lab time provided with your course enrollment”, I did not expect to have the problem described above.Would it be possible to add some time to be able to finish the final exercise? Thanks in advance.Hello,I have forwarded your request to the DLI team for review. It may take some time for a reply as many folks are on holiday this week.Thanks,
TomHello @a220223149,I’ve provided you with some additional lab time so you can continue with the coursework.Taylor, DLI PlatformHello, I got a same issue. Can you give me more time to take a class? I only used it for studying for a short time but I got the error. what’s the exact time that I can use it? It’s too short :(Hello @swm-study,This has been taken care of.Powered by Discourse, best viewed with JavaScript enabled"
90,geforce-experience-shadowplay-not-correctly-recognising-game-name,"Hi AllApologies if this is the wrong place for this post, but can’t find any other immediately resonable place to post.Basically we’re getting complaints from users who are capturing video footage of our game (DCL - The Game) but the resulting video is tagged as DC Universe Online. Is there a process that we need to go through in order for GFE or Shadowplay to correctly recognise our game and tag it accordingly. The game is installed through Steam.Side note: Whilst DCL- The Game isn’t registered with GFE as far as I can tell neither is DC Universe Online a supported game, so we’re left wondering how GFE tags games accordingly. Additionally this is happening to users that have DC Universe Online installed and those that don’t…Hi gmonk,This community is mainly for developers.  The best place to post for gaming issues is in the GeForce forums.https://www.nvidia.com/en-us/geforce/forums/discover/TomPowered by Discourse, best viewed with JavaScript enabled"
91,gtc-2019-on-demand,"Were you able to attend all the sessions at GTC 2019 in San Jose?Not to worry. We know there were over 500 sessions and it’s actually impossible to attend every single one. We also know that not everyone is able to attend in person.That is why we are now making all of the recorded sessions available to members of our developer program.Click here to go to our GTC On-Demand site where you can search by speaker, keyword, Session ID, Topic, …Then click on the “>Watch Now” link to start streaming.
Note that you must be logged in to watch the recording.Powered by Discourse, best viewed with JavaScript enabled"
92,usage-limit-for-self-paced-course,"Hi everyone,I am taking the course ‘Disaster Risk Monitoring Using Satellite Imagery’. Unfortunately, I cannot get the certificate since when I try to execute the assessment notebook I get the message ‘You have exhausted the lab time provided with your course enrollment’.There is a way for running Triton locally? Or simply, there is another way for completing the assessment and getting the certificate?Thank you for your patience.Hello,Welcome to the NVIDIA Developer forums. I have granted you an additional two hours.
Let me know if you have any trouble accessing the course.Cheers,
TomDear Tom,Thank you very much!This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
93,information-for-sdk-manager-login-issues,"Hello,If you are experiencing issues with accessing and logging into your SDK Manager, please make sure you are installing on a supported OS and using the latest version found here:An end-to-end development environment setup solution for DRIVE, Jetson, and more. SDKs.For information on system requirements, installation steps and more, go to the SDKM user guide located here:https://docs.nvidia.com/sdk-manager/index.htmlIf you continue to have issues after upgrading, please package the folder ~/.nvsdkm and send that to me via a private message.Cheers,
Tom KPowered by Discourse, best viewed with JavaScript enabled"
94,please-add-my-posts-to-forum-menu-on-top-right,"Hi,
It’s helpful to reply quickly, or edit and so on.
Currently we’ve to back to forum categories to check my posts.

nv_site_7514×661 34 KB
Posting history is already available via your Activity:Edit: Oh, you mean a direct link to https://forums.developer.nvidia.com/posted …I know the indirect reason: My avatar menu is hiden. So I never use it since I can’t see it.Then this is another bug: Avatar Menu is hiden, since I can see my avatar in thread list. Maybe it is not zoomed to the size of avatar menu icon.But it’s still more convenient if My Posts is listed in Avatar Menu.
The issue with your avatar is not a bug. I believe the issue is with your avatar being nearly all black.Also, you can see your posts from the home page of the forums. Click on “My Posts”.
image909×241 16.2 KB
The issue with your avatar is not a bug. I believe the issue is with your avatar being nearly all black.I don’t think so. If not a zoom issue, it should be a transparence issue.
Please see these:


Here is my origial avatar image in PNG format.
1200px-MicroPython_new_logo.svg.zip (885 Bytes)I just checked your account. I cannot see the avatar at any  magnification or mouse over.For testing purposes, can you please modify your avatar?For testing purposes, can you please modify your avatar?Done to this:
Cool-Avatar-PNG-Download-Image.zip (28.9 KB)it should be a transparence issueIt is - the black circle is opaque with the cut out being transparent, so that won’t show up on a black background. This is the same with your updated avatar image:
image1101×467 58.9 KB
The “solution” would be to create a fully opaque image.The “solution” would be to create a fully opaque image.Ok. Thanks! I’ll fill the transparent region by white.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
95,sdk-manager-account-is-blocked,"Hi, my account is blocked after I changing my password.
I have checked the mail, but I can’t deal with this.Hello @tsungmin_wang,Your account is now unblocked. Please try again.Thanks,
Tomi met same issue, i have to register another account to reply this post.  my account is sdu20112013@126.com
i am pretty sure i enter the correct account and secret code because i can login from the website.it is quite like what described in this post https://forums.developer.nvidia.com/t/unable-to-login-through-sdk-manager/78682i think this may be a bug of sdkmanager.  and i don’t recieve any email．help please!Hi 550786402,
I can login my account now after the support from TomK.I think your issue should tell managers to help you.
If they doesn’t anwser you here, maybe you can post a new topic.Hi @storrrrrrrrm,Your account is now unblocked. Please try logging in now.Thanks,
TomPowered by Discourse, best viewed with JavaScript enabled"
96,mellanox-support-articles-have-moved,"All articles are now available on the MyMellanox service portal.https://support.mellanox.com/s/Powered by Discourse, best viewed with JavaScript enabled"
97,managing-which-topics-ive-posted-and-subscribed-to,"Enhancement RequestI see that on my profile page is a short list of most recent posts.
I’d like to see everything that I’ve ever posted, or topics I’ve started.  And a list of every topic I’m currently following.
As it is, I’ve got to page through a particular forum looking for things I posted several weeks ago.Hello,Thanks for the feedback. We are working on improvements to the community, unfortunately, I don’t have an ETA for the new site at the moment.Thanks for your patience.Best,
TomPowered by Discourse, best viewed with JavaScript enabled"
98,driver-471-41-problem,"I updated the driver, but I had graphics problems in my War Thunder game.
The grass disappears and returns again.  It happens very fastMy Screen resolution 1280x1024
Cpu- İ5 4460
Ram - 8 gb
GPU - Evga mini SC gtx 1060 3 gb
vs vs vsGame setting - 1280x1024  - Very Ultra Graphics setting + Adaptive V-Sync  75hz
I’m getting stable 75fpsHello,Welcome the NVIDIA Developer Forums. Please post consumer/game related issues in the GeForce forums, as this community is mainly for used by data scientists, and program developers.The world's most advanced graphics cards, gaming solutions, and gaming technology - from NVIDIA GeForce. Download drivers, automate your optimal playable settings with GeForce Experience.Thanks,
TomThe Nvidia TITAN X (Pascal)  doesnt support the driver 470.57.02
Do you know why ?
But the Geoforce TITAN X  support driver 470.57.02.Hi @rayhong,This is the wrong forum category for you question. Please try posting in the Drivers forum.Discussion about Driver IssuesThanks,
TomPowered by Discourse, best viewed with JavaScript enabled"
99,developer-user-account-is-locked,"Hello,I’m trying desparetly to log into SDK manager so I can install Jetpack 4.2 on my TX2.  However, I can’t log in because my account (pcdangio6) is locked.  Can somebody from NVIDIA please help me out?  Thanks!Hi pcdangio,If you’ve used your Google, Facebook, wechat or qq account credentials to sign-up at developer.nvidia.com, you will not be able to use these credentials to login to NVIDIA SDK Manager.Please create a new account without using these social services.Best,
TomI have the same problem.How can I remove my account and start a new one?Since the Google e-mail is used for my account, I cannot open a new one with my e-mail …Thanks,
IzzyHi Izzy,Have you tried removing your account through Nvidia Privacy Center?[url]https://www.nvidia.com/en-us/privacy-center/[/url]Scroll down to the bottom of the page after you are logged in. You will see an option to “Delete My Data”.External MediaPowered by Discourse, best viewed with JavaScript enabled"
100,i-can-not-enroll-in-any-of-dli-courses,"I am trying to enroll in one of these courses:but Enroll button is not working!
How to enroll to DLI courses?ThanksPowered by Discourse, best viewed with JavaScript enabled"
101,instructions-for-changing-your-email-address,"Great news! Members now have the ability to update their email address.Visit https://profile.nvgs.nvidia.com/ and log inClick on the “Primary Email” settings
image632×554 20.8 KB

image624×611 24.7 KB
Powered by Discourse, best viewed with JavaScript enabled"
102,subforums-not-shown-on-category-index-on-desktop,"They’re there on mobile, but not on desktop. For example, the DeepStream forum is not visible.

Screenshot from 2020-03-16 11-13-411700×1381 200 KB
Correct, they don’t by design. The page display was way too long on Desktop to show subs.Aha. In this case will just throw these suggestions out there:In my case, I couldn’t remember what the DeepStream parent was and it took a few clicks and ctrl+f to find the appropriate forum.Hi Mike,I am looking into these options. It may take a couple days to get back on this.Best,
TomPowered by Discourse, best viewed with JavaScript enabled"
103,how-to-remove-or-add-another-second-factor,"I have added a hardware key to the account and a Google Authenticator. Is there any panel I can de-register these second factor, or add additional security keys?Additionally: how do I remove second factor? Please do not paste the link
https://login.nvgs.nvidia.com/v1/help/nfactor as an “answer” as it is really not helpful.What I would like know how to do is:The FAQ is extremely basic, at the level of “computer needs to be plugged to mains” for people troubleshooting boot problems.Best,
MateuszHi @matlacki,All options for second factor authentication can be found at the NVIDIA Profile Portal: https://profile.nvgs.nvidia.comBest regards,
Tom KPowered by Discourse, best viewed with JavaScript enabled"
104,nvidia-control-panel-doesnt-work,"Can’t lock the frame rate without managing 3D settings and the app crashes instantly. Can someone at Microsoft or Nvidia Corp. please fix the entirety of this app or pull it out of the microsoft store?Hi,Welcome to the NVIDIOA Developer forums! Please refer to the Geforce forums for this issue, there is an active thread posted there with solutions.https://www.nvidia.com/en-us/geforce/forums/geforce-graphics-cards/5/165403/nvidia-control-panel-crash/This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
105,cetificates-of-geforce-1060,"We are using your graphic driver in our medical device. and we need to get government certificate.
For getting certificate, we need certificates of components included our device.
If you can, please send certificates about electrical safety certificate(ex. CB certificate, KC certificate etc.)Hello,Welcome to the NVIDIA developer forums. This is the feedback section for the Developer forums, for GeForce support and answers, please visit the GeForce forums.https://www.nvidia.com/en-us/geforce/forums/discover/Best,
TomPowered by Discourse, best viewed with JavaScript enabled"
106,new-forum-section-for-the-nvidia-store,"I’d really like someplace to air complaints about the store, seems they live someplace that time matters not and customer service was defined by the South Park cable service department. A week ago I received a DOA Jetson Nano, ask for a RMA and then I’ve been ignored, no e-mail, nothing in my account about progress on the RMA and no response on what is happening emails to customer service. I finally just gave up and ordered a new Nano. Someone should check, make sure everyone is still alive and alright in the store.Hi, I’m  sorry to hear about your experience. I recommend reaching out to the support team via chat. There will be someone there to help resolve your issue.https://nvidia.custhelp.com/app/chat/chat_launch/Let me know how it goes for you.Best,
TomPowered by Discourse, best viewed with JavaScript enabled"
