,query,data
788,the-9am-ama-session-is-closed-but-the-team-will-be-back-live-at-6pm-pst-again,"Please feel free to post new questions and topics and the team will answer them when they return at 6pm (PST) later today
Thanks so muchPowered by Discourse, best viewed with JavaScript enabled"
789,top-rendering-sessions-for-developers-at-gtc-2022,"Originally published at:			AI Developer Conference Session Catalog | GTC 2022 | NVIDIA
Learn about the latest traditional and neural rendering technologies and how they are accelerating professional visualization.Powered by Discourse, best viewed with JavaScript enabled"
790,x-ray-research-reveals-hazards-in-airport-luggage-using-crystal-physics,"Originally published at:			https://developer.nvidia.com/blog/x-ray-research-reveals-hazards-in-airport-luggage-using-crystal-physics/
X-ray-powered research is aiming to target sneaky hazardous materials making their way through airport security. The study, recently published in Scientific Reports, proposes a new design for a fast and powerful X-ray diffraction (XRD) technology able to identify potential threats. The work could be a notable step toward more accurate luggage scanning in airports.  “The…Powered by Discourse, best viewed with JavaScript enabled"
791,drive-labs-tracking-objects-with-surround-camera-vision,"Originally published at:			https://developer.nvidia.com/blog/drive-labs-tracking-objects-with-surround-camera-vision/
Many cars on the road today equipped with advanced driver assistance systems rely on front and rear cameras to perform automatic cruise control (ACC) and lane keep assist. However, full autonomous driving requires complete, 360-degree surround camera vision.Powered by Discourse, best viewed with JavaScript enabled"
792,autonomous-ai-outraces-gran-turismo-world-champs,"Originally published at:			https://developer.nvidia.com/blog/autonomous-ai-outraces-gran-turismo-world-champs/
The newly announced AI racer, Gran Turismo Sophy, uses deep reinforcement learning to beat human Gran Turismo Sport drivers in real-time competitions.Powered by Discourse, best viewed with JavaScript enabled"
793,efficient-bert-finding-your-optimal-model-with-multimetric-bayesian-optimization-part-3,"Originally published at:			https://developer.nvidia.com/blog/efficient-bert-finding-your-optimal-model-with-multimetric-bayesian-optimization-part-3/
This is the third post in this series about distilling BERT with multimetric Bayesian optimization. Part 1 discusses the background for the experiment and Part 2 discusses the setup for the Bayesian optimization. In my previous posts, I discussed the importance of BERT for transfer learning in NLP, and established the foundations of this experiment’s…Powered by Discourse, best viewed with JavaScript enabled"
794,accelerating-lidar-for-robotics-with-nvidia-cuda-based-pcl,"Originally published at:			https://developer.nvidia.com/blog/accelerating-lidar-for-robotics-with-cuda-based-pcl/
Many Jetson users choose lidars as their major sensors for localization and perception in autonomous solutions. Lidars describe the spatial environment around the vehicle as a collection of three-dimensional points known as a point cloud. Point clouds sample the surface of the surrounding objects in long range and high precision, which are well-suited for use…Hi, jwitsoe!
I am trying to use CUDA-PCL on Jetson TX2. But I have encountered a CUDA failure problem which seems to be hard for me to deal with. It would be great if you can give some suggestions.Environment: Jetson TX2 with Jetpack 4.5 (Ubuntu 18.04, CUDA-10.2, PCL 1.8.1)
Problem: When I run the built demo in each subfolder, it turn out to be a CUDA failure. One output example is given below as I run the demo in cuda-pcl/cuda-segmentation:nvidia@nvidia-tx2:~/Downloads/cuda-pcl/cuda-segmentation$ ./demo sample.pcdGPU has cuda devices: 1
----device id: 0 info----
GPU : NVIDIA Tegra X2
Capbility: 6.2
Global memory: 7850MB
Const memory: 64KB
SM in a block: 48KB
warp size: 32
threads in a block: 1024
block dim: (1024,1024,64)
grid dim: (2147483647,65535,65535)Cuda failure: no kernel image is available for execution on the device at line 310 in file cudaSegmentation.cpp error status: 209
Aborted (core dumped)I have managed several attempts to solve it.
First, I downgrade to Jetpack 4.4.1 which is the same as the official test environment. But it did not work.
Next, I followed solutions to other similar problem. Specifically, I manually add 62 (which corresponds to the compute capability 6.2 of Jetson TX2) to the SMS variable in makefile. Still, nothing changed.
Since the source code is not there, I can’t do more with it.I don’t know much about CUDA programing, but I guess the .so file is not compiled with sms=62 so it can’t be executed on Jetson TX2. I would be appreciated if you could fix it for us TX2 users.Hi triokun,
You are right that the error below means there is no kernel for CURRENT device.
This is because CUDA-PCL was not compiled for SM62.
Cuda failure: no kernel image is available for execution on the device at line 310 in file cudaSegmentation.cpp error status: 209
Aborted (core dumped)Hi, leif!
Thanks for your answering.
I’m wondering if you can recompile the library for TX2 if you have the source code. It would help me a lot.This is lib for TX2, but it has not been tested because there is no TX2 on local side.Google Drive file.I’m grateful for your help. I have tested it on TX2 and it worked perfectly!
Would you mind recompiling the other two lib (libcudafilter.so and libcudaicp.so) for TX2?
Again, thank you so much!Please check the two libs.Google Drive file.Google Drive file.Hi @leif ,Try building the CUDA-ICP example and got a usr/bin/ld: ./lib/libcudaicp.so: error adding symbols: file in wrong format error.Environment:  GTX 1050 (Ubuntu 20.04, CUDA-10.2, PCL 1.10.1)How do I get passed that?Looks like the libraries are compiled for ARM processors. Can you recompile (or provide the source code) for x86_64 ?Yes, they all work well on TX2 except for CUDA_VoxelGrid. Here is the output；---------------checking CUDA VoxelGrid---------------------
ERROR case
status = 11Jetson has a  GPU with known type but PC not.
It is hard to adjust cuda-pcl for all GPUs.
We may support X86_64 later.The VoxelGrid may be not suitable for TX2.
We will try to check it later.Hi @leif
When i run cuda-icp example and output:$~/cuda-pcl-main/cuda-icp$ ./demo
GPU has cuda devices: 1
----device id: 0 info----
GPU : NVIDIA Tegra X1
Capbility: 5.3
Global memory: 3956MB
Const memory: 64KB
SM in a block: 48KB
warp size: 32
threads in a block: 1024
block dim: (1024,1024,64)
grid dim: (2147483647,65535,65535)Loaded 859059 data points for P with the following fields: x y z rgb
Loaded 784546 data points for Q with the following fields: x y z rgb
iter.Maxiterate 20
iter.threshold 1e-12
iter.acceptrate 1Target rigid transformation : cloud_in → cloud_icp
Rotation matrix :
| 0.923880 -0.382683 0.000000 |
R = | 0.382683 0.923880 0.000000 |
| 0.000000 0.000000 1.000000 |
Translation vector :
t = < 0.000000, 0.000000, 0.200000 >matrix_icp native value
Rotation matrix :
| 1.000000 0.000000 0.000000 |
R = | 0.000000 1.000000 0.000000 |
| 0.000000 0.000000 1.000000 |
Translation vector :
t = < 0.000000, 0.000000, 0.000000 >------------checking CUDA ICP(GPU)----------------
Cuda failure: the launch timed out and was terminated at line 59 in file cudaICP.cpp error status: 702
Aborted (core dumped)Can you help me fix problem ?
Thanks you.Hi @nghiaphamsg
Error status: 702 means that :
Specified whether there is a run time limit on kernels
https://docs.nvidia.com/cuda/cuda-runtime-api/structcudaDeviceProp.html#structcudaDeviceProp_19a63114766c4d2309f00403c1bf056c8
Could you try to boost your device firstly?Hi jwitose,
I am processing 3D points in a custom way to create 2D images. So, I am going through all the points and want to speed up the process using CUDA. The code is part a ROS node. Could you please let me know whether you have any samples or tutorials for ROS and CUDA especially for Point Cloud processing?
Thanks in advance,
AhmetHi asagllam,
Our cuda-pcl provide some libs and head files which can be used directly for any framework include ROS.Hello @leif ,Could you compile the ICP, filter, and segmentation libraries for the TX1 as well?Thanks,
RyanHi @rchen390
Please check the three libs which was compiled for TX1 with Jetpack 4.4.1.Google Drive file.Google Drive file.Google Drive file.Hi @leif,Thank you for compiling the libraries for me last time. If possible, could you also compile the ICP, filter, and segmentation libraries for the NVIDIA GeForce RTX 2080?Happy holidays!Hi @rchen390
Please check these libraries.Google Drive file.Google Drive file.Google Drive file.Google Drive file.Google Drive file.Powered by Discourse, best viewed with JavaScript enabled"
795,detecting-gravitational-waves-in-real-time-with-deep-learning,"Originally published at:			Detecting Gravitational Waves in Real-Time with Deep Learning | NVIDIA Technical Blog
Scientists at the National Center for Supercomputing Applications (NCSA), located at the University of Illinois at Urbana-Champaign used GPUs and deep learning to rapidly detect and characterize gravitational waves. This new approach enables astronomers to study gravitational waves using minimal computational resources, reducing time to discovery and increasing the scientific reach of gravitational wave astrophysics.…Powered by Discourse, best viewed with JavaScript enabled"
796,ai-can-now-create-websites-from-drawings,"Originally published at:			AI Can Now Create Websites From Drawings | NVIDIA Technical Blog
A new deep learning model allows users to create working HTML websites from hand-drawn wireframes, creating a solution for a process that normally takes weeks and involves multiple stakeholders. The developer, Ashwin Kumar, recently participated in Insight’s Data Science Fellowship Program, which aims to bridge the gap between academia and data science. There, he developed…Powered by Discourse, best viewed with JavaScript enabled"
797,is-your-country-free-from-covid19,"Hi Guys.
My country is free now from Covid 19. And all private and government offices have been opened even restaurant dining also opened. Just on 15 September, they are going to open school colleges and universities. They have announced on the news as well. What about your country? Are you safe?Powered by Discourse, best viewed with JavaScript enabled"
798,the-top-5-ai-stories-of-the-week-1-28,"Originally published at:			The Top 5 AI Stories of the Week: 1/28 | NVIDIA Technical Blog
In this week’s edition of the NVIDIA Developer Top 5 video, we revisit the top developer stories of the week. From a new set of DGX-2 systems at ORNL to a million-dollar prize for improving Zillow’s AI algorithm. Plus, learn more about our new how-to series that explain how to use Tensor Cores for deep…Powered by Discourse, best viewed with JavaScript enabled"
799,gtc-2020-leveraging-optix-7-for-high-performance-multi-gpu-ray-tracing-on-head-mounted-displays,"GTC 2020 S21425
Presenters: Andreas Dietrich,ESI Group; Eric Kam, ESI Group
Abstract
NVIDIA recently introduced OptiX 7, which provides low-level access to the RTX technology and raytracing (RT) cores of the Turing architecture. Its CUDA-centric nature enables direct control over GPU resources — particularly in a multi-GPU context — which allows for a much more efficient scalability compared to previous OptiX versions. We’ll show how to utilize OptiX 7 for full-frame raytracing on professional head-mounted displays (HMDs). Specifically, we’ll demonstrate how OptiX is used in a dual-GPU setup to rapidly generate stereoscopic output, tailored to the specific optical characteristics of an HMD. Finally, we’ll provide an overview of how RTX and OptiX 7 are integrated into ESI’s in-house rendering engine Helios, and will demonstrate the potential of real-time raytracing with practical use cases.Watch this session
Join in the conversation below.Powered by Discourse, best viewed with JavaScript enabled"
800,best-avatars-to-use-for-lipsyncing,"What kind of avatars (metahuman etc.) would you recommend to connect to gpt?
Especially when it comes to A2FAs a developer platform, we welcome the use of any ecosystem APIs. Your usecase requirements decide on which which avatar system you’d like to use. For example, if you need real-time performance, then you’d select avatar systems (3D, 2D) accordingly. We have showcased a demo at Computex using LLMs with Avatars by Convai. Computex 2023 NVIDIA Generative AI Sparks Life into Virtual Characters - YouTube. It’s using Unreal engine and Metahuman.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
801,building-the-future-of-real-time-graphics-with-nvidia-and-unreal-engine-5-1,"Originally published at:			Building the Future of Real-Time Graphics with NVIDIA and Unreal Engine 5.1 | NVIDIA Technical Blog
Learn about the Unreal Engine 5.1 release, including next-generation RTX lighting and speed increases to help you keep pace with rigorous development cycles.Powered by Discourse, best viewed with JavaScript enabled"
802,streaming-simulation-and-training-applications-with-project-anywhere,"Originally published at:			https://developer.nvidia.com/blog/streaming-simulation-and-training-applications-with-project-anywhere/
Imagine a future where ultra-high-fidelity simulation and training applications are deployed over any network topology from a centralized secure cloud or on-premises infrastructure. Imagine that you can stream graphical training content from the datacenter to remote end devices ranging from a single flat-screen or synchronized displays to AR/VR/MR head-mounted displays. This datacenter architecture enables the…Powered by Discourse, best viewed with JavaScript enabled"
803,detecting-divergence-using-pcast-to-compare-gpu-to-cpu-results,"Originally published at:			https://developer.nvidia.com/blog/detecting-divergence-using-pcast-to-compare-gpu-to-cpu-results/
Parallel Compiler Assisted Software Testing (PCAST) is a feature available in the NVIDIA HPC Fortran, C++, and C compilers. PCAST has two use cases. The first is testing changes to parts of a program, new compile-time flags, or a port to a new compiler or to a new processor. You might want to test whether…Powered by Discourse, best viewed with JavaScript enabled"
804,five-tips-for-building-a-cybersecurity-career-in-the-age-of-ai,"Originally published at:			https://developer.nvidia.com/blog/five-tips-for-building-a-cybersecurity-career-in-the-age-of-ai/
Check out these five tips for pursuing a career in cybersecurity, whether you’re just starting out or are looking to make a mid-career change.Powered by Discourse, best viewed with JavaScript enabled"
805,cuda-pro-tip-increase-application-performance-with-nvidia-gpu-boost,"Originally published at:			https://developer.nvidia.com/blog/cuda-pro-tip-increase-application-performance-nvidia-gpu-boost/
NVIDIA GPU Boost™ is a feature available on NVIDIA® GeForce® products and NVIDIA® Tesla® products. It makes use of any power headroom to boost application performance. In the case of Tesla, the NVIDIA GPU Boost feature is customized for compute intensive workloads running on clusters. This application note is useful for anyone who wants to take advantage of the…Powered by Discourse, best viewed with JavaScript enabled"
806,facebook-rolls-out-a-gpu-accelerated-ai-shopping-tool-for-marketplace,"Originally published at:			Facebook Rolls out a GPU-Accelerated AI Shopping Tool for Marketplace | NVIDIA Technical Blog
Facebook this week announced a GPU-accelerated model designed for shopping. The model uses AI to automatically identify consumer goods from images to help make them shoppable. GrokNet, a universal computer vision system, can identify items in categories such as fashion, auto, and home decor.  The model is in production today and is available for buyers…Powered by Discourse, best viewed with JavaScript enabled"
807,nvidia-splatnet-research-paper-wins-a-major-cvpr-2018-award,"Originally published at:			https://developer.nvidia.com/blog/nvidia-splatnet-research-paper-wins-a-major-cvpr-2018-award/
Today at the annual Computer Vision and Pattern Recognition conference in Salt Lake City, Utah, researchers from NVIDIA, the University of Massachusetts Amherst, and the University of California, Merced received the “Best Paper Honorable Mention Award,” for their paper, “SPLATNet: Sparse Lattice Networks for Point Cloud Processing”. “We are truly honored to receive this award.…Powered by Discourse, best viewed with JavaScript enabled"
808,nvidia-releases-tensorrt-4,"Originally published at:			NVIDIA Releases TensorRT 4 | NVIDIA Technical Blog
Today we are releasing TensorRT 4 with capabilities for accelerating popular inference applications such as neural machine translation, recommender systems and speech. You also get an easy way to import models from popular deep learning frameworks such as Caffe 2, Chainer, MxNet, Microsoft Cognitive Toolkit and PyTorch through the ONNX format. TensorRT delivers: Up to…Powered by Discourse, best viewed with JavaScript enabled"
809,deploying-a-natural-language-processing-service-on-a-kubernetes-cluster-with-helm-charts-from-nvidia-ngc,"Originally published at:			https://developer.nvidia.com/blog/deploying-a-natural-language-processing-service-on-a-kubernetes-cluster-with-helm-charts-from-ngc/
Conversational AI solutions such as chatbots are now deployed in the data center, on the cloud, and at the edge to deliver lower latency and high quality of service while meeting an ever-increasing demand. The strategic decision to run AI inference on any or all these compute platforms varies not only by the use case…Not directly relevant but hopefully, we can see an on-prem version of image based inference example, with multinode autoscaling. There are not much how-to data about on-prem k8s + Triton server, with horizontal PA.On-prem scenario is very relevant as well although what we covered in the blog above should be mostly applicable to on-prem deployment as well. Nevertheless, we’ll consider it for future writing.Thanks,Thanks @jamess , I keep investigating possibilities of load balancing and autoscaling (particularly with KFserving/kubernetes), but its seems chances are very little for a no-cloud solution, one is https://metallb.universe.tf/
I really apreciate if you provide some documentation for load balancing/scaling of local&multinode kubernetes installations, I believe this may be a common case for many people out there, who are trying to develop small scale setups, prior to move billing-clouds.Thank you for your suggestions. We will see what we can do!Thanks,Powered by Discourse, best viewed with JavaScript enabled"
810,gtc-2020-gpu-acceleration-of-an-fem-based-commercial-cfd-solver,"GTC 2020 S21690
Presenters: Yi Chen,Altair Engineering
Abstract
We’ll talk about how to design proper algorithms and data structure to migrate parallel, sparse, and iterative linear solvers in a commercial CFD code that was previously optimized for CPUs to NVIDIA GPUs with CUDA libraries. Efficient linear solvers on GPUs allow for tighter tolerance of convergence of the iterative process with considerably less cost than that on CPUs, which leads to faster convergence of the non-linear Newton’s iterations, and thus much less wall time.Watch this session
Join in the conversation below.@nadeemm Hi this is Yi Chen, speaker of this session. I cannot even watch the video, it says membership required. I have registered with GTC of course. Please keep me posted. Thanks!Hi Yi,
to watch the recorded session - login to the GTC system, and then follow the link in the catalog. That one should work
-NadeemPowered by Discourse, best viewed with JavaScript enabled"
811,upcoming-event-how-synthetic-data-is-supercharging-vision-ai-development,"Originally published at:			https://developer.nvidia.com/blog/upcoming-event-how-synthetic-data-is-supercharging-vision-ai-development/
Powered by Discourse, best viewed with JavaScript enabled"
812,interview-with-the-team-behind-metro-exodus,"Originally published at:			Interview with the Team Behind Metro Exodus | NVIDIA Technical Blog
We recently caught up with Oles Shyshkovtsov, Ben Archard, and Sergei Karmalsy from 4A – the team behind Metro Exodus – about the unique features of the PC version of the game. Metro Exodus finds beauty in the darkest possible places. As players, we see fetid sewers, terrifying cannibal camps, and ruined compounds. Yet even…Powered by Discourse, best viewed with JavaScript enabled"
813,drive-labs-visual-feature-tracking-for-autonomous-vehicles,"Originally published at:			https://developer.nvidia.com/blog/drive-labs-visual-feature-tracking-for-autonomous-vehicles/
By: Yue Wu, Cheng-Chieh Yang, Xin Tong Editor’s note: This is the latest post in our NVIDIA DRIVE Labs series, which takes an engineering-focused look at individual autonomous vehicle challenges and how NVIDIA DRIVE addresses them. Catch up on all of our automotive posts, here. Feature tracking, the estimation of pixel-level correspondences and pixel-level changes among adjacent…Powered by Discourse, best viewed with JavaScript enabled"
814,ask-me-anything-build-custom-ai-tools-with-chatgpt-and-nvidia-omniverse,"Originally published at:			Connect with Experts - Ask Me Anything Series | NVIDIA Developer
On June 28, join us to ask our experts how to build an AI-powered extension for NVIDIA Omniverse using ChatGPT.Powered by Discourse, best viewed with JavaScript enabled"
815,real-time-seizure-detection-of-newborn-infants,"Originally published at:			Real-Time Seizure Detection of Newborn Infants | NVIDIA Technical Blog
Researchers from University of College Cork in Ireland developed a deep learning-based monitoring system that automatically detects seizures as they occur which can help improve the outcomes for these babies who have a difficult start in life. Detecting when a newborn is having a seizure is very difficult for healthcare professionals since they often don’t…Powered by Discourse, best viewed with JavaScript enabled"
816,how-to-create-a-custom-language-model,"Originally published at:			https://developer.nvidia.com/blog/how-to-create-a-custom-language-model/
Large language models are powerful and versatile, yet zero-shot and few-shot prompting techniques may not fully leverage their power. Parameter-efficient customization techniques offer a solution.Powered by Discourse, best viewed with JavaScript enabled"
817,training-instance-segmentation-models-using-mask-r-cnn-on-the-nvidia-transfer-learning-toolkit,"Originally published at:			https://developer.nvidia.com/blog/training-instance-segmentation-models-using-maskrcnn-on-the-transfer-learning-toolkit/
To convert pixels to actionable insights, computer vision relies on deep learning to provide an understanding of the environment. Object detection is a commonly used technique to identify individual objects in a frame such as to identify people or cars. While object detection is beneficial for certain applications, it falls short when you want to…Hi,I’ve been experimenting around with the mask rcnn model, but have some questions regarding the achievable performance:In the post it shows it’s possible to achieve 15+ FPS using a Resnet50 backbone.However, I’ve been trying to replicate the results (using the same model, backbone and dataset) and so far have been able to achieve ~7FPS (measured with trtexec). What am I missing?Thanks!Following the guide to do Mask R-CNN training had an error for ModuleNotFound No module named third party with references to user vpraveen. Others are having the same error with details at TLT V2.0 Classification - #9 by MorganhGiven the nature of running this from a provided nvidia docker container not sure what to resolve.Any suggestions?I was unable to replicate the published results on the AGX just like @pbcorrea1 , i was only able to achieve around 7 fps using trtexec and around 6.7 with deepstream.Is there an explanation for this? what am i missing?Powered by Discourse, best viewed with JavaScript enabled"
818,generating-character-animations-from-speech-with-ai,"Originally published at:			Generating Character Animations from Speech with AI | NVIDIA Technical Blog
Researchers from the Max Planck Institute for Intelligent Systems, a member of NVIDIA’s NVAIL program, developed an end-to-end deep learning algorithm that can take any speech signal as input – and realistically animate it in a wide range of adult faces.  “There is an extensive literature on estimating 3D face shape, facial expressions, and facial…Powered by Discourse, best viewed with JavaScript enabled"
819,better-predictions-at-scale-with-merlin,"Originally published at:			Better Predictions at Scale with Merlin | NVIDIA Technical Blog
Data scientists, researchers, and machine learning engineers seek to provide relevant and impactful insights. With the increasing availability of large datasets, industry practitioners building effective recommenders are evaluating deep learning methods versus the traditional content-based, neighborhood, and latent factor methods. This consideration is often driven by the need for better predictions coupled with the desire…Powered by Discourse, best viewed with JavaScript enabled"
820,year-in-review-trending-posts-of-2022,"Originally published at:			https://developer.nvidia.com/blog/year-in-review-trending-posts-of-2022/
Marking a year of new and evolving technologies, 2022 produced wide-ranging advancements and AI-powered solutions across industries. These include boosting HPC and AI workload power, research breakthroughs, and new capabilities in 3D graphics, gaming, simulation, robotics, and more. In a record-breaking year, the NVIDIA Technical Blog published nearly 550 posts and received over 2 million…Powered by Discourse, best viewed with JavaScript enabled"
821,gpus-and-deep-learning-could-help-control-robots-in-space,"Originally published at:			https://developer.nvidia.com/blog/gpus-and-deep-learning-could-help-control-robots-in-space/
A six-person startup from Seattle developed augmented telerobotics software that gives humans better control of remotely operated robots which can be useful for exploring Mars or other planets. BluHaptics specializes in robotic control for underwater environments, but with a recently awarded grant funded by NASA, they are now applying their software to control robotic operations…Powered by Discourse, best viewed with JavaScript enabled"
822,integrating-nvidia-triton-inference-server-with-kaldi-asr,"Originally published at:			Integrating NVIDIA Triton Inference Server with Kaldi ASR | NVIDIA Technical Blog
Speech processing is compute-intensive and requires a powerful and flexible platform to power modern conversational AI applications. It seemed natural to combine the de facto standard platform for automatic speech recognition (ASR), the Kaldi Speech Recognition Toolkit, with the power and flexibility of NVIDIA GPUs. Kaldi adopted GPU acceleration for training workloads early on. NVIDIA…The Jupyter Notebook referred to in this post is not accessible.   Would it be possible to include it with the github repo vs. your internal gitlab?Upon following the instructions in the quick start guide we were able to launch the Triton server successfully, but upon running scripts/docker/launch_client.sh the client hung after outputting “Opening GRPC contextes…” (without the “done”) and before outputting “Streaming utterances…”A quick glance at the client code appears it is likely hanging on line 273 of kaldi-asr-client/kaldi_asr_parallel_client.cc in the TritonASRClient constructor call.Has anyone seen this issue before?This problem appears to be on our end, result of a k8s networking issue in our on-prem k8s cluster. Was eventually able to successfully run the Triton Kaldi ASR client against the server.Powered by Discourse, best viewed with JavaScript enabled"
823,gtc-2020-accelerated-computing-teaching-kit-for-university-educators-introduction-and-use-cases,"GTC 2020 S22414
Presenters: Joseph Bungo,NVIDIA ; Adarsh Krishnamurthy,Iowa State University
Abstract
As performance and functionality requirements for computing applications rise, industry demand for new graduates familiar with accelerated computing with GPUs grows. This session introduces the newest version of the Accelerated Computing Teaching Kit: a comprehensive set of academic labs, university teaching material, and e-book for use in introductory and advanced parallel programming courses. The teaching materials start with the basics and focus on programming GPUs, and include advanced topics such as optimization, advanced architectural enhancements, and integration of a variety of programming languages. We’ll present a successful course-adoption case at Iowa State University — one of many worldwide — along with student feedback. The course at Iowa State covers an introduction to parallel computing using GPUs and its application to solid modeling and CAD. As part of the course outcomes, students were able to demonstrate the use of GPU-accelerated computing in their research by working on an individual course project that uses some of the techniques taught in the class. Finally, we’ll discuss brand-new teaching kit modules covering CUDA 11, multi-GPU, and the latest libraries.Watch this session
Join in the conversation below.Powered by Discourse, best viewed with JavaScript enabled"
824,how-to-optimize-data-transfers-in-cuda-fortran,"Originally published at:			https://developer.nvidia.com/blog/how-optimize-data-transfers-cuda-fortran/
CUDA Fortran for Scientists and Engineers shows how high-performance application developers can leverage the power of GPUs using Fortran. In the previous three posts of this CUDA Fortran series we laid the groundwork for the major thrust of the series: how to optimize CUDA Fortran code. In this and the following post we begin our…Hi, how is the syntax to use cudaMemcpy3dAsync? I can't understand what the documentation says with cudaMemcpy3DParms derived type.Thanks in advance.Seconding the confusion. The documentation has:

image794×824 81.8 KB
which doesn’t specify the form of the derived type p (cudaMemcpy3DParms) at all.Powered by Discourse, best viewed with JavaScript enabled"
825,explainer-what-is-denoising,"Originally published at:			What Is Denoising? | NVIDIA Blog
Denoising is an advanced technique used to decrease grainy spots and discoloration in images while minimizing the loss of quality.Powered by Discourse, best viewed with JavaScript enabled"
826,say-cheese-make-your-day-flamin-hot-by-turning-your-photos-into-cheetos-with-artificial-intelligence,"Originally published at:			Say Cheese! Make Your Day “Flamin’ Hot” By Turning Your Photos into Cheetos With Artificial Intelligence | NVIDIA Technical Blog
Have you ever thought what the world would look like if it was made out of Cheetos? Now you can. The popular snack is inviting their fans, and anyone else with an iPhone, to see the world in “Cheetos Vision.” Based on the popular ‘style transfer’ algorithm that applies a unique style to the photo…Powered by Discourse, best viewed with JavaScript enabled"
827,neuralangelo-by-nvidia-research-reconstructs-3d-scenes-from-2d-videos,"Originally published at:			https://developer.nvidia.com/blog/neuralangelo-by-nvidia-research-reconstructs-3d-scenes-from-2d-videos/
A new model generates 3D reconstructions using neural networks, turns 2D video clips into detailed 3D structures — generating lifelike virtual replicas of buildings, sculptures and other real-world objects.Powered by Discourse, best viewed with JavaScript enabled"
828,stream-from-the-cloud-nvidia-cloudxr-release-2-0-now-available,"Originally published at:			https://developer.nvidia.com/blog/cloudxr-release-2-0-now-available/
NVIDIA CloudXR Release 2.0 is now available. With NVIDIA CloudXR, users don’t need to be physically tethered to a high-performance computer to drive rich, immersive environments. The CloudXR SDK runs on NVIDIA servers located in the cloud, edge or on-premises, delivering the advanced graphics performance needed for wireless virtual, augmented or mixed reality environments —…Powered by Discourse, best viewed with JavaScript enabled"
829,creating-dynamic-lighting-solutions-for-unreal-engine-5,"RTX GI or RTX for Global Illumination allows for innovative new ways of bringing dynamic lighting to your game. It offers indirect lighting, infinite colored bounces, and soft shadows while being fast and scalable. Check out this video to see how to achieve this.
This is part of a series of Unreal 5 related introductory videos first listed in our technical blog on the developer pages. https://developer.nvidia.com/blog/shaping-the-future-of-graphics-with-nvidia-technologies-in-unreal-engine-5/Powered by Discourse, best viewed with JavaScript enabled"
