,query,data
110,instancing,"I am about to make 1000s of instances of this alembic file import.I started by making it “instaceable”, but it disappears:
Can you tell me why?Also if someone knows a good extension or native tool to spread duplicates of these all over the sky in all directions with randomization features also, that would be great!I know there is the surface instancer
https://docs.omniverse.nvidia.com/prod_extensions/prod_extensions/ext_surface-instancer.htmlbut I need to spread all over the empty sky!PekkaHi @pekka.varis. Ideally, your material assignments would be inside of the payload. What looks to be happening is that that material binding is breaking when you make the payload instanceable which is by design. So, you should either:Also, note that setting instanceable (native instancing) on that mesh doesn’t do anything. Native instancing is really meant to be used on the top-level prim of a referenced asset.Powered by Discourse, best viewed with JavaScript enabled"
111,maya-v-ray-workflow-connector,"Hello,What is the workflow to get Maya Vray scene into omniverse with lights, materials?Is only 3DMax connector able to transfer Vray material?One of the Vray developers mentioned on chaos group forum that there might be a nightly connector build for Maya that could do this? How to access it?Thank youMaya Connector does not support VRay yet. Max Connector supports it.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
112,scaling-problem-for-imported-usd-objects,"Hello!In my python script I want to import (provided USD like pallets) objects, but facing the issue that the units of meters are not always matching my current scene. Is there a way to check that dynamically in a script and change the units per meters for the new USD object?How is it supposed to work in python to match such differences in Object sizes?Best regards,
ChristofHi @christof.schuetzenhoefer  - In USD, the unit of measurement is defined at the stage level and is typically set to meters. When you import a USD file into another stage, the imported objects will be scaled according to the unit of the destination stage. If the units of the source and destination stages are different, the objects may appear too large or too small.okay, and how can I know the units per meter in advance and change it respectively for the imported usd?
That’s what I want to know so that I can use the offered usd’s in my python simulation.Powered by Discourse, best viewed with JavaScript enabled"
113,import-omniverse-create-extension-but-got-permissionerror,"Hi,  I can not import Move.AI extension, I got this error
image2814×723 307 KB
It seems like a permission error. … And I launched my omniverse app by administrator again. Still got same error.What did I miss? Any suggestions?My environment:
windows 11
ominverse 2022.3.1This is move.ai extension zip file if you need.
MoveAi_Omniverse_Extension.zip (428.3 KB)I am having this problem too. Seems like there should be a simple answer.Powered by Discourse, best viewed with JavaScript enabled"
114,api-integration,"Hi! I am part of a startup office based in Canada. We are currently working on an exciting project to create a digital twin of our office space. Our project involves the deployment of various sensors (e.g., temperature, humidity) and cameras (e.g., people counting, zone crowd estimation) in our office, from which we collect daily data and integrate it into the digital twin.We kindly request your expertise and guidance in identifying API integration options that are more suitable for our project. Specifically, we are interested in solutions that support Python for seamless customization. Python is our preferred language, and leveraging it would enable us to tailor the integration to our specific requirements using appropriate libraries or tools.
We greatly value the insights and experiences of the community, and we would truly appreciate any recommendations, suggestions, or resources you can provide.Hi @User0110. Welcome to the forums! It sounds like creating an Extension or Python Connector may be a good fit for you. This is a good place to learn more and get started: Omniverse Developer Guide — Omniverse Kit documentationPowered by Discourse, best viewed with JavaScript enabled"
115,issac-sim-crusch-after-play,"In the process of work, after building the scene, physics and objects, I run (play button) a simulation and the application freezes, and after that it crashes. What could be the matter? ThanksHi @darombeer - Can you share the logfile or error screenshots. That will help us debug further.Hi @rthaker tell me please, where i looking this journal?You can find it in the “Console” section at the bottom
image1920×1520 200 KBPowered by Discourse, best viewed with JavaScript enabled"
116,gas-flow-in-a-tube,"I’m trying to simulate the effect of the gas flow in a tube on a robot of mine. But I’m not be able to find how to add gas flow in to simulation environment in Isaac Sim. Is there anyone who tried it or done it before? The gas flow could be a air flow as long as I can change its properties to make it the gas I need.Hi @semir.sunkun  - Can you look at this documentation and see if that answers your question!
https://docs.omniverse.nvidia.com/prod_extensions/prod_extensions/ext_fluid-dynamics.htmlPowered by Discourse, best viewed with JavaScript enabled"
117,semantics-schema-editor-visualization-using-point-instancers,"Hey,I am having problems using point instancers along with semantic data, and I wanted to know what was the correct way of going about this. To give context, I have some rocks scattered inside a scene, and I am using a UsdGeom.PointInstancer for that. All of the rocks are being assigned a class and then added to the cache of the instancer. When I visualize the instance segmentation, the rocks that have the same model are considered as the same instance:
Screenshot from 2023-08-02 16-53-07861×641 209 KB
If I randomize their position, the scene looks like that:
Screenshot from 2023-08-02 17-49-402333×1138 195 KB
This is weird seeing that the instance id segmentation does show them as individual objects.
Screenshot from 2023-08-02 17-11-351034×666 76.5 KBSmall detail there are 4 assets in the cache, so the times when I have more than 4 out off all the rocks are really puzzling me.I am a bit confused as to what can cause the issue. Surely I am doing something wrong when I am creating/randomizing the instances. Could someone point me in the right direction?Cheers,AntoineI’m also joining a script for reproduction purposes:
instancer_code.py (4.4 KB)The only thing needed is some assets on which semantic data has been applied beforehand.The behavior is as follow, loading the scene the instancer will work properly. Though, if one of its properties changes it will start to behave weirdly.Thanks,AntoinePowered by Discourse, best viewed with JavaScript enabled"
118,reducing-dependencies-for-extensions-in-headless-kit-container,"We have implemented many Omniverse extensions that will be used in two different contexts:In the first setup, there would be some functionality we would access using a UI implemented in the extension’s own window. In the second setup, we would use the functionality programmatically.We would like to reduce the number of dependencies (on other extensions) when we run the headless container to a minimum. Especially we would like to have no omni.ui dependencies when we run the container, but include them when we run the extension interactively.Is there any elegant way to achieve this?Thanks for any help
BrunoHi @bruno.vetter. You’ll find many examples in NVIDIA-authored extensions where we split a “feature” into UI, core, and sometimes bundle extensions. This way you can decouple your business logic from your UI. It also should help with what you’re after in that your UI extension is the one that declares theUI dependencies and when you run your headless Kit, you can just not include your UI extension.Thanks @mati-nvidia, this is a good suggestion!This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
119,unitiliazed-robot-articulation-error-when-simulating-robot-and-clothing-in-the-same-scene,"Continuing the discussion from How can I make deformable body in python?:I am also experiencing the same issue, and I have the same fix in GUI. I am using the franka pickandPlaceController for manipulating a Franka robot, which is 99% based on example 4.5 in 4. Adding a Manipulator Robot — Omniverse Robotics documentation (nvidia.com)) .
I have modified my scene to try to experiment with cloth manipulation, but I am experiencing some errors when the robot interacts with the cloth.
image762×549 75.3 KBBefore fixing the GPU not enabled error as described in the linked issues the robot simply moves through the cloth and, completing all 9 steps of the pickandplace routine on the small cube.
image946×554 116 KBIf I fix it however, the cloth is properly simulated but the robot fails to pick up the cube. In fact it fails to start the picking sequence at all. It simply returns to this idle position as soon as the simulation starts.
image957×539 93.6 KBIt seems to be some form of problem when the cloth interacts with the robot path planning, as it seems that the Articulation fails and gets unitiliazed.Healthy log:Unhealthy log with cloth simulated under robotic arm:The log message in the unhealthy log gets produces continously as long as the simulation is stepping using physics_step.Interrestingly I am able to fix all my issues by moving the cloth out of the way of the robot, then the robot is able to execute the pickandplace routine while the cloth is simulated to the side.
Source code:
hello_world.py (11.1 KB)Fixed! Sortof… I was able to make the robot move as expected by using the reset button in the world control widget that comes with the Hello World sample series.Powered by Discourse, best viewed with JavaScript enabled"
120,how-to-can-i-add-children-to-xform-while-simulating-using-python-standalone-workflow,"I wanted to create a Xform prim containing an existing 4 wheeled robot and keep adding different children to it throughout the simulation, using python standalone application or python extension workflow. How can I achieve this?Powered by Discourse, best viewed with JavaScript enabled"
121,how-to-display-timeline-on-isaac-sim-interface,"I’m learning the tutorials of Isaac Sim. It seems like the timeline will display at the bottom of isaac sim interface  when I press the play button. But after I pressed the play button, there is nothing happen. How to display timeline on isaac sim interface?This is my isaac sim interface :
Screenshot from 2023-06-28 16-36-361693×1052 201 KBHi @DesnyXu  - You can go to Window → Extension and turn on the animation timeline window.
Thank you, I find the timeline now~This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
122,reading-primvars-in-material,"Hi,
Is it possible to read primvars in a mdl material? Say I have a a varying color/float primvar I want to use to vary the shading across the surface.
It looked like the “Data Lookup” nodes are there to read primvars but I can not get them to read any varying primvars.Hi @aslak1!  I’ve let the dev team know you have a question.  Thanks for reaching out!Hi @aslak1
Primvar reading is currently in development but not yet available in our Material Graph. The nodes are there but the renderer does not yet the data from USD.We anticipate this will be available in the near future.Hi there,Just wondering if there has been any update on implementing this?Thanks!Hello @dbr!  I will ask the dev team if there is any update on this.  Thanks for asking!I would also love to know if there has been any update to this yet :)Hi Everyone!  Know how much all you watching this thread want this supported.  I contacted the development team to get an update.  Support for PrimVars is still in development, but they are just cleaning up a few bugs before it is released.  It’s almost ready!Hi. This was a while back, but I’m assuming Primvars in materials still can’t be read? I’ve tried in the latest beta version with a basis curve and it’s not reading the verified groom_root_uv data at an individual strand level.Primvar reading is available through the data_lookup nodes in the material editor. However primvar reading is not yet available for curves.Powered by Discourse, best viewed with JavaScript enabled"
123,failed-to-upload-minidump-error-message-while-running-isaac-sim-from-docker,"I have encountered an error message in my log while running WebSocket headless Isaac Sim from docker. I manage to connect to the streaming client, and Isaac runs, however in my log I see this error message:I would like to know what this error means and, if possible, how to solve it. I attached my full log file below.Note:
I am running on Ubuntu 20.04 and using Chrome to connect to the streaming client.Hi @francesco.sarno - The error you are encountering indicates the libcurl.so shared library file is missing in your system.For Ubuntu-based containers:After installing the libcurl package, restart your Docker container and try running the WebSocket headless Isaac Sim again. The error message should no longer appear in your log.Powered by Discourse, best viewed with JavaScript enabled"
124,blendshape-solver-doesnt-apply-on-bs-mesh,"Hi guys, I’m new with A2F and followed a guidance for preparation of an export for metahumans.I tried the default setup with “mark” and the “mark_bs_46.usd” which I dragged in, then created a Blendshape Solver  as you can see in my screenshot. But unfortunately it doesn’t seem to work at all.image1920×1047 123 KBCan someone guide me into the right direction? I’m not sure which steps I forgot.Thank you very much!Do you get get error? Please note that before Exporting Weights, you need to select the blendShape solver node inside the BlendShape Conversion section of A2F Data Conversion tab.Thanks for your quick reply. Oh yes, I forgot to look into the console, and yes my bad. I forgot that I first tried to get pythonosc working and I had some “bad code” in the facsSolver.py. I removed this code and now it works perfectly. Thanks.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
125,is-there-a-blendshape-test-tool-for-usd-composer-feature-request-if-not,"You can use audio2face to generate blendshapes, and it will also generate a sample mesh of every blendshape, but I would like to be able to test the blendshapes by being able to adjust the weights.For example, on Skeleton you can adjust bone rotations to move legs etc, but for blendshapes it looks like you can have the Skeletal Animation panel reference a SkelAnimation prim, but I could not see how to look at and adjust the blenshape weights for SkelAnimation prims. So I had to edit the USD file and look at the array of blendshapes by hand to work out which number to adjust. Rather tedious and error prone. Is there a better way?Step 1: You can select the Skeleton prim and it will identify a SkelAnimaton prim that it previews.
image1026×443 42.8 KBStep 2: You can click on the referenced SkelAnimation prim. Looking at the raw properties, you can see there is blendshape data, but its not visible and you cannot edit it.
image1034×519 28.8 KBStep 3: You can edit the USD file and look for the SkelAnimation node. If you change the weights and save the file, then you can see the impact of the weight changes.
image1278×261 24.2 KB
The left eye at 50%.
image556×636 32.2 KBPowered by Discourse, best viewed with JavaScript enabled"
126,can-audio2face-headless-rest-api-be-used-for-commercial-use,"Hi,I am confused wether, I can host and use A2F Rest API on a cloud provider (like AWS) to generate blendshapes to animate an avatar (in external 3d engine) and stream it to users.
That may requiers spinning off many instances (gpus) in the cloud to accommodate the demand.@WendyGram would you mind helping on thisThanks in advance.Hi @bahaa. Welcome to the forums! Please consider join our community on Discord too: NVIDIA OmniverseI’ve moved this question to the A2F forum where someone will be able to jump in an help answer this one.To answer the the question in the title, yes, Audio2Face is Free to use for any kind of project.Here’s a good tutorial on Rest API: Audio2Face Headless and RestAPI Overview - YouTubeI’m not quite sure what you mean by it requiring many GPUs in the cloud. @RogerBR might be able to help@mati-nvidia Thank you for your support - I did joined the Discord.
@Ehsan.HM Great to know that.In NVIDIA OMNIVERSE LICENSE AGREEMENT, 2.3, it is written: “(b) use of Batch by an individual is limited to two GPUs.” I am confused about this. As I may end creating a A2F instance for each active end user session.ThanksHi @bahaaRight now the Audio2face app does not support batch processing ( simultaneously) different files. Howeverm you can launch several instances of A2F on a single machine sharing a same GPU as long as there is enough memory left.It is possible to stream a single animation to multiple users.However, A2F is mostly an GUI app and the restAPI is mostly to control the app remotely ( ie. you want to render several files on a server and automatize the process by script)Eventually for controlling multiple avatars or providing an online service the Avatar Cloud Engine will be the right solution when it is released, you can learn more here:Generative AI Sparks Life into Virtual Characters with NVIDIA ACE for Games | NVIDIA Technical BlogHi @RogerBR - Thank you for your support and guidance.Although, we applied to ACE, we could not get an invite for beta access and we do not know the release time. Seeing the nice results of A2F, I guess I have to create an instance for each user session on strong servers and use headless api (That is why I asked about Licenses).Another option would be to create the animations for all corpus (chatbot responses) by A2F and cache them somewhere on the sever. Streaming same animation to multiple users is not a fit for our use case where each user will get a personliazed experience.We need to ship the product as soon as possible. I would appreciate your advices if there is a better way of doing this or if we can test ACE for our use case.Many thanks@wtelford1 might be able to help you with your question about licenses and testing ACEin the meantime, @bahaa, using multiple instances A2F or caching the animations as you mentioned will work.There is a waiting list for ACE at the moment as we got an overwhelming amount of interest.  Stay tuned for updates and contact from the ACE team.Powered by Discourse, best viewed with JavaScript enabled"
127,can-i-now-import-alembic-data,"Hi!What is the current state, can I import abc files to Composer?I found this but I cannot understand how that should setup in Composer:
https://openusd.org/release/plugins_alembic.htmlOk, I can import abc to blender USD release. I got that way for now, and try to bring them into Composer.Hi Pekka!
You can try dragging an alembic .abc from your file browser into the stage or layer areas of your kit-based app.ooh :) what was that emoji of the office guy in amazement while camera zooms??Yeah, it’s really not very obvious but pretty cool that it works!Wow it totally works!!But as you can see from the video - all abc files are not visible.
How could I solve this?This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
128,support-for-3d-spacemouse-3dconnexion,"It would be nice to have support for the industry standard (CAD but not only) way of moving around and navigating the 3D view.
3DConnexion Spacemouse.Hello @user27228!  We have an internal ticket to include support for the 3DConnexion (Internal Ticket OM-35839).  I will inform the development team about this post.In the meantime , take a look at this post link for a possible workaround until the dev team  Python SpaceNavagatorOh man thanks for this reply I would also like to add my whole hearted support for this feature! Is there any way to follow  the ticket? Either way, thank you and I look forward to it.Yes, a 3d mouse increase the productivity a lot. Left hand to 3d navigate and right hand for the mouse.+1 for spacemouse support in OmniverseI notice that in recent versions of Omniverse, Carb reports the following:2022-11-08 08:59:17 [2,900ms] [Warning] [carb.windowing-glfw.gamepad] Joystick with unknown remapping detected (will be ignored):  SpaceMouse Wireless [030000006f2500002ec6000000000000]
2022-11-08 08:59:17 [2,933ms] [Warning] [carb.windowing-glfw.gamepad] Joystick with unknown remapping detected (will be ignored):  3Dconnexion KMJ Emulator [03000000efbe00006d04000000000000]
2022-11-08 08:59:17 [2,934ms] [Warning] [carb.windowing-glfw.gamepad] Joystick with unknown remapping detected (will be ignored):  SpaceMouse Wireless Receiver [030000006f2500002fc6000000000000]Is there a Python interface to carb.windowing-glfw.gamepad that allows us to map (inject) mouse and keyboard events into the stack?  If that is possible, it would be possible for the community to write a shim between the spacemouse events coming from GitHub - johnhw/pyspacenavigator: 3Dconnexion Space Navigator in Python using raw HID (windows only) and carb, that remaps to combinations of keypresses and mouse events.I’ve looked at carb.windowing — kit-sdk 103.1 documentation but that doesn’t appear to cover windowing.gamepadSame here, could you provide support for Spacemouse ?Hello @WendyGram , was there any progress on this ticket, having support would be incredibly helpful.
ThanksNo update ? No reply ?Unfortunately, this ticket and this issue is still being evaluated. We do not get a lot of requests for this type of device.I know, there are less power users than regular users but all other software on the market have a dedicated plugin (Unreal, Unity, Enscape, Revit, Rhino, Lumion).
We might be a small community but we are mighty !!Yes I understand and appreciate the request. I will bring up the ticket to the devs again.Adding my full support for this. Not being able to use the spacemouse seems like a major drawback, when you can use it in pretty much any other professional 3d tool.It is so common in the engineering and pro 3d world, which is one the target markets for professional omniverse users.Is there no way to do this with C#?You may not get a lot of requests for this type of device because you possibly don’t have enough users in this particular space yet?Sort of like Wacom has an effective monopoly on tablets in the professional 2D design world, 3DConnexion has an effective monopoly in the professional 3D design world (note, I’m talking design for physical products here, not gaming).I would go so far to say that not supporting 3DConnexion is pretty close to being a showstopper for adoption where I work.“3D connexion mouse” it’s in the first place with more replies in the Omniverse/Developer forum and in the 4º place with more views  (3.2k)… these numbers speak for themselves.I acknowledge this :-) I will pass it alongPowered by Discourse, best viewed with JavaScript enabled"
129,viewport-not-responding-to-input-or-loading-meshes,"Hi! I’ve been using Audio2Face for the past few months without any issues, but opened it today to discover that the viewport seems to be not responding. I’m getting no mesh visibility, and I’m unable to tumble, pan or manipulate the camera at all. The rest of the app (Stage view, other tool tabs,) is responsive, it’s just the the viewport.This happens regardless of file opened, even on first opening the app, where I would normally see a mark head in the default scene, I’m only seeing black. and I’m working in Audio2Face version 2022.2.1
I can try and grab a printout from the console, or any other information, if it would help.This is what the viewport looks like when I open the file NVIDIA>Assets>Audio2Face>Samples>char_transfer>allison_tagged.usd. This file has worked many times before, but I can no longer see meshes, only the correspondence tags, and I can’t tumble or move the camera at all. :(
a2fIssue1568×1235 125 KBI’m really hoping it’s just some kind of visibility or navigation setting I’ve managed to bump, but I’m a bit at a loss. This is a major blocker, so any help at all would be greatly appreciated!!EDIT: I’ve tried downloading an earlier version, (2022.1.2,) and the viewport is working as normal when using it. I do need some functionality in the later version though, and I’m not sure it explains why vers 2022.2.1 was working for me previously, but now suddenly is not :(EDIT: I’ve tried downloading an earlier version, (2022.1.2,) and the viewport is working as normal when using it. I do need some functionality in the laterHello and welcome to the forums @amybuc6Is the viewport black even when you start a new template scene? Or it’s only black when you open an old scene?Does adding a light help?Can you please send your latest Audio2Face log file which can be found here: C:\Users\<USERNAME>\.nvidia-omniverse\logs\Kit\Audio2FaceHi Ehsan, thanks for your help!
Yes, on first startup the default template scene viewport is still black, and it stays black regardless of the scene I load. The default scene, and other scenes, do have lights in them, so I’m not sure if that’s the cause. For clarity, when I load in the ‘alllison_tagged’ char_transfer sample scene, I can see the correspondence tags in the viewport, just not any meshes. And the viewport doesn’t respond when I try and tumble or move the camera.
I have attached my most recent log file, thanks again for looking into this!!It seems you have 2 graphics cards and Audio2Face gets confused. While this is a bug and we’ll work on it, hopefully disabling the 2nd graphics card, should fix this. You can disable GPUs from Device Manager in Windows.Disabling the second graphics card and restarting Audio2Face was the solution, everything is working as expected now.
Thanks so much for your help, it’s much appreciated!!This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
130,audio2face-emotions-in-streaming-livelink-error,"Version:2023.1.1
Unreal Version:5.2When I run Audio2Face in either GUI or Headless Server mode, when trying to stream via LiveLink to Unreal Engine, everything works but the Emotion Streaming and the following Error appears:I run on a 4090 but with all the stuff thats loaded and running im close to max memory.Important to note, it did work before this just happened and stayed.image771×1037 54.2 KBPowered by Discourse, best viewed with JavaScript enabled"
131,ros-navigation,"When conducting ROS navigation, how to set the direction of odometry, whether it is set by the urdf model or other settings, I hope someone can help me answer it, thank you very much! !Are you looking to setup the initial location of the robot ?Hi @fmy553 - I think this document will be useful to you for ROS Navigation. Let us know if you have any particular question from it.https://docs.omniverse.nvidia.com/app_isaacsim/app_isaacsim/tutorial_ros_navigation.htmlyes,Because the direction of the car in Rviz is wrong when I am navigating. @eds17m007~/.local/share/ov/pkg/isaac_sim-2022.2.0  This is the path of Isaac Sim , if you do ""ls""in this path , you can see the ros_workspace and ros2_workspace.if you are using ros2_workspace then in carter_navigation package inside ros2_workspace , then carter_navigation_params.yaml file is there where params
set_initial_pose: True
initial_pose: {x: -6.0, y: -1.0, z: 0.0, yaw: 3.14159}
you can change this to setup the initial location and orientation of the robot.for ros_workspace the things are also same ,
carter_2d nav package under navigation , in carter_navigation.launch file you can set the initial pose for amcl to set the initial location.Powered by Discourse, best viewed with JavaScript enabled"
132,calling-own-functions-between-2-frames-with-replicator,"Hello,I am currently working on a project involving the generation of synthetic data for a pick and place robot ([2208.03963] MetaGraspNet: A Large-Scale Benchmark Dataset for Scene-Aware Ambidextrous Bin Picking via Physics-based Metaverse Synthesis). In this context, I drop various objects into a bin and aim to capture RGB, depth, and instance segmentation data from multiple camera positions for different scenes. So far, the process has been successful using the replicator.However, I encountered challenges while trying to implement an additional feature. I wish to create scenarios where, for each camera position, only one of all the objects from the original scene, along with the bin, is visible. I also need to capture the corresponding instance segmentation data for these scenarios. Currently, I am using rep.trigger.on_frame() to trigger changes in the camera position. While this approach works for changing the camera position, I am uncertain about how to execute additional functions, as described above, for each camera position in this context.forumquestion.py (375 Bytes)Is there a way to interrupt the replicator between two triggers, adjust the visibility of objects, and obtain the corresponding instance segmentation data for the desired scenarios? The goal is to get the visible and invisible mask of each object in that bin. The code snippet above shows how I imagined it could work, but it didn’t.Thank you very much.Best regards,
ValentinPowered by Discourse, best viewed with JavaScript enabled"
133,avoid-collisions-with-replicator,"Hey there,For my master thesis I’m trying to load an environment and randomize the scene for synthetic data generation. Specifically, I want to randomize some production modules in a production environment. However, I struggle to implement the avoidance of collisions. In particular, collisions with walls and other production modules of the environment.I’m trying to use rep.modify.pose() to randomize the position and rotation of the modules in the environment. Even though I’m using rep.physics.collider() the randomized modules appear to collide with the surrounding objects and the environment (as seen in the attached image).
rgb_00081024×1024 93.4 KB
The flat white module shouldn’t touch either the wall or the other module. The green “box” is supposed to be the approximation_shape of the collider, but is always shown a frame too late.After I read that similar problems were solved with the rep.randomizer.scatter_2d function, I tried to solve it the same way. I made sure that check_for_collision=True. It still results in the same output, that production modules collide with the surrounding environment (e.g. walls and other production modules). Furthermore, the modules are placed in a random position, but the rotation doesn’t change.This is the Code I’m using so far, but might be hard to recreate as the data are generated with usd files of the production site:Substituting rep.orchestrator.run() with asyncio.ensure_future(rep.orchestrator.step_async()) slowed down the data generation and only generated one image of the origin. However, it didn’t solve the collisions.For my setup, I’m using:
Isaac Sim: 2022.2.0
Replicator: 1.6.4@hclever are you the right person to talk to?I’m happy if you can help me out or push me in the right direction. Thanks a lot!I worked on an example, which shows the same issues that I have with the simulation and you can also try on your own.I found this post and the code example you gave and adapted it a little bit for my example.So this is my example code:with Isaac Sim 2022.2.1 and Replicator 1.7.8 The result is shown in the picture below:

scatter_2d Isaac Sim 2022.2.01850×1055 354 KB
Is there any option to avoid the collision with the bigger sphere?Hi Hugo,Unfortunately, this version of replicator (1.7.8) only supports collision checking between the sampled input prims – not any other prims in the scene. You have three options -
(1) wait for the next version of Code / Isaac to be released that has replicator 1.9 (about a month I think)
(2) step physics for 1 step, which should move things a bit out of collision
(3) use my workaround that is detailed in a previous post – here is a link – Scatter_2d collisions with static objects - #18 by jorge29 . You’ll have to replace a number of the scripts in replicator with ones I provided:
omni.replicator/source/extensions/omni.replicator.core/python/_impl/nodes/OgnScatter2D.py:
OgnScatter2D.py (16.8 KB)omni.replicator/source/extensions/omni.replicator.core/python/scripts/randomizer.py:
randomizer.py (17.8 KB)/home/hclever/git1/omni.replicator/source/extensions/omni.replicator.core/python/scripts/utils/utils.py:
utils.py (44.1 KB)/home/hclever/git1/omni.replicator/source/extensions/omni.replicator.core.scripts.utils.viewport_manager.py:
viewport_manager.py (12.2 KB)You can run this script to test it:The first item in the surface_prims list is the item sampled on (the plane) and the second and every one thereafter are checked for collisions.Let me know if this works-
HenryI am facing an issue when trying to rotate the scattered prims randomly around the Global Z-Axis. I am using the following Script:If I am using rep.modify.pose() the objects collide with each other. If i use rep.randomizer.rotation(), the collision detection works, however I need to set all the max_angles larger than the min_angles, otherwise i will get an error message. Maybe someone knows a way to only modify the rotation around the Z-Axis randomly.
image1524×105 8.8 KB
Can you just make the difference from min and max to be very small? I.e. try min=(0,0,-180) and max=(0.001, 0.001, 180)? Or is this small change of x and y significant?If I make the difference very small (e.g. 0.1), Omniverse stops at “RTX ready” and it does not seem to start. I waited for 45min and then it rendered the first frame. After that the rendering continuous, but is super slow (like 500 seconds) per frame.image1329×288 145 KBAt a difference of 1 degree, the effect is not very huge if you look straight from the top. But if you look from the side, the rotation is very noticeable, as the parts start to intersect with the floorplane.Powered by Discourse, best viewed with JavaScript enabled"
134,composer-not-booting-up-in-aws,"I have this instance in AWS amazon:

image1299×193 30.6 KB
It is made by following this tut:But now lately Omniverse Composer did not booted, it stuck at this for hours:

omniverse not booting1821×1141 141 KB
So I tried to update the driver. Official latest one for A10 did not worked.
I tried this one:Download the English (US) Data Center Driver for Windows for  Windows Server 2016, Windows Server 2019, Windows Server 2022 systems. Released 2022.6.6Now it boots only for few sec to show the composer launch screen but then it crashes without any warning messages.What driver should I use here to make this work again?Ok, this was solved by deleting the Instance and simply creating a new one by following this excellent new tutorial.https://docs.omniverse.nvidia.com/prod_nucleus/prod_nucleus/enterprise/cloud_aws_vdi.htmlAnyways, what is the driver to install if I decide to update the driver?
Tesla series A10 for win server driver messed it totally.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
135,isaac-sim-omnigraph-read-imu-node-index-out-of-bounds,"Hello,We have an IMU sensor, and an OmniGraph node to read from the IMU, and later publish it to ROS2 using another node.
The read IMU node throws the following exception:Though, the ROS2 topic does publish IMU messages fine afterwards.Hello, thank you for reporting this issue. I think this might be one of the edge case where there’s no data populated in the very first physical step for the sensor. we will investigate into this issue further our end. Thanks again.Powered by Discourse, best viewed with JavaScript enabled"
136,lost-all-material-when-open-usd-files,"
image1920×1030 44.2 KB
OH NO!  I am reporting this to the development team now!Can you please provide us with the following information:Also, I would greatly appreciate it if you could give me more details on the steps you took that resulted in this problem.When you exported from 3dsMax, Can you confirm that you had the option “Include MDL” turned on?Also what types of materials are you exporting? (std, physical, Arnold, VRAY)?materials is VrayThe connector logs are here, can you send it after an export
C:\Users\  \Documents\Omniverse\Max\MaxPlug_xxx.log@seanliangbally Would it be possible to get your Source File (USD)?  I can PM you an email address if you need to keep it confidential.sure.Google Drive file.Can’t sing in to the sever when use 2022 3d max, I already reinstall my windows.Hello @seanliangbally!  The development team is looking into your file.  Thank you for your patience!An internal Bug was created for this post OM-36502I don’t know how to fix it, still need help for sign in Error. like have more Omniverse  post more tutorials.of counrse the 3D max to Omniverse tutorials need update more.It seems there is no texture in the output. It is most likely a bug in exporter. Do you have simplified Max or Maya file for us to debug?@seanliangbally There was no max file with vray in the package so I tried to reproduce with the supplied fbx file.  However, I imported the fbx into a few apps and none of them showed texture connections. My suspicion is the fbx doesn’t have textures connected up to it, at least in the package posted here.  Can you confirm  textures are hooked up in the Max scene prior to export? If so can you send your max file with texture connections?I just to login to Omniverse cann’t work,I will just use USD export plug in from 2021 Max export that.Just came across this thread. Did it work finally?Powered by Discourse, best viewed with JavaScript enabled"
137,missing-nodes-in-action-graph-when-i-reopen-the-usd-file-which-has-been-saved,"As the title shows,i notice that,some nodes seem to be missing when i reopen the usd file which has been saved .However in the stage ,the nodes are still there.When i want to edit them again, i can not find them.Look at the pics below,where are the ros2_camera_helper,ros2_contex…
Does anybody knows why？ THANK YOU!!!
Screenshot from 2023-07-26 18-14-241017×377 24 KB
Hi @gaozhao22  - This issue might be related to the way Omniverse Kit handles the saving of nodes in the USD file. When you save a USD file in Omniverse Kit, it saves the state of the stage, including all the prims, properties, and relationships that exist on the stage. However, certain nodes, especially those related to Omnigraph (the visual scripting system in Omniverse), might not be saved directly in the USD file. Instead, they are saved in a separate Omnigraph file (.omnigraph), which is then referenced in the USD file.If you’re not seeing certain nodes when you reopen the USD file, it’s possible that these nodes are part of an Omnigraph and you need to open the corresponding Omnigraph file to see them. You can do this by going to Window > Visual Scripting > Action Graph in the Omniverse Kit interface.If you’re still having trouble finding the nodes, it might be a good idea to check if there are any errors or warnings in the console when you open the USD file. These messages might give you a clue about what’s going wrong.Powered by Discourse, best viewed with JavaScript enabled"
