,query,data
34,is-clara-hardware-platform-or-s-w-sdk,"Hi Nvidia team,I am completely new to this Nvidia platform. I came across this Clara system and found it very interesting. I had few doubts about Clara and thought of checking with you.Thanks,
Swamy.Hi Swamy,Welcome to the NVIDIA Developer forums. Your questions will get better visibility in the Clara category. I will move your post over for you.Best,
Tom KPowered by Discourse, best viewed with JavaScript enabled"
35,gtc-healthcare-conference-sessions-april-12-16-2021,"See what’s next in personalized medicine, next-generation clinics, biomedical research to treat disease, and more.Register FREE, Streamed online.REGISTER FREEPowered by Discourse, best viewed with JavaScript enabled"
36,flexera-ls-http-response-code-said-error-503,"Hi there,We have tried to install Tomcat and License Server software on a local bare metal. It works for pbrun germline.But it fails on an Azure VM using the same installation way. The error message is below:But it works for pbrun licenseinfoCould you help to check what is causing it?
image1920×943 125 KB

image1390×554 109 KB

image1404×593 203 KB

image1266×209 21 KB

image1746×829 121 KB
Flexera software, Flexera License Server, Flexera LS, http error, 50As an Enterprise customer, you’re entitled to Enterprise Support. Please file an Enterprise Support case so that we can assist with this issue.That being said, your config.txt is pointing to a different IP address than your screenshot of the web sever. The flexera server needs to be accessible from the node you’re trying to call it from. Make sure you can ping that server and make sure the IP address matches.Sorry, I pasted the wrong image for config.txt (this was for the bare metal).Are there any possible causes for HTTP response code said error (503)?
image1216×498 161 KB
We could not ping that server, and we will check the networking status. Thank you.We use Parabricks setup on twcc.ai to connect the Azure VM. It works.The root case is caused by our company’s policy.We also found that ping does not work for Azure VMs because the ICMP protocol is not permitted through the Azure load balancer. (See VMs not able to ping in the internet but able to browse websites.)This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
37,fq2bam-e-bwa-idx-load-from-disk-fail-to-locate-the-index-files,"I am trying to run fq2bam on AWS with nextflow
Container image used: nvcr.io/nvidia/clara/clara-parabricks-fq2bam:4.0.0-1
Command run:
pbrun fq2bam 
–ref reference.fa
–in-fq R1.fq.gz R2.fq.gz 
–out-bam out.bamI have all the index files at the same location as the reference.fa file
reference.fa, reference.fa.fai, reference.fa.sa, reference.fa.amb, reference.fa.bwt, reference.fa.pac, reference.fa.annI am able run bwa-mem with the same set of fastqs, reference and index filesBut I am seeing this error with pbrun: [E::bwa_idx_load_from_disk] fail to locate the index filesCould anyone help me resolve the this issue.Thank youError log:
[Parabricks Options Mesg]: @RG\tID:H375CDSX5.1\tLB:lib1\tPL:bar\tSM:sample\tPU:H375CDSX5.1
[PB Info 2023-Jul-06 09:08:44] ------------------------------------------------------------------------------
[PB Info 2023-Jul-06 09:08:44] ||                 Parabricks accelerated Genomics Pipeline                 ||
[PB Info 2023-Jul-06 09:08:44] ||                              Version 4.0.0-1                             ||
“[PB Info 2023-Jul-06 09:08:44] ||                       GPU-BWA mem, Sorting Phase-I                       ||”
[PB Info 2023-Jul-06 09:08:44] ------------------------------------------------------------------------------
[E::bwa_idx_load_from_disk] fail to locate the index files
[PB Info 2023-Jul-06 09:08:44] ------------------------------------------------------------------------------
“[PB Info 2023-Jul-06 09:08:44] ||        Program:                      GPU-BWA mem, Sorting Phase-I        ||”
[PB Info 2023-Jul-06 09:08:44] ||        Version:                                           4.0.0-1        ||
[PB Info 2023-Jul-06 09:08:44] ||        Start Time:                       Thu Jul  6 09:08:44 2023        ||
[PB Info 2023-Jul-06 09:08:44] ||        End Time:                         Thu Jul  6 09:08:44 2023        ||
[PB Info 2023-Jul-06 09:08:44] ||        Total Time:                                      0 seconds        ||
[PB Info 2023-Jul-06 09:08:44] ------------------------------------------------------------------------------
For technical support visit  … 4.0.0/Help.html
Exiting…
Please visit … clara/#parabricks for detailed documentation
Could not run fq2bam
Exiting pbrun …Hey @pavan_kumar.kotha,I would maybe try re-indexing the files with samtools index. I agree that it is strange, if it worked with bwa, it should work with fq2bam.I found the solution here: GitHub - clara-parabricks-workflows/parabricks-nextflow: Accelerated genomics workflows in NextFlowIt worked when I passed the reference and index files as tar archive.It turned out the issue was with AWS itself. The reference and index files were symlinks pointing to files at different locations. So pbrun couldn’t find the index files at the same absolute path as the reference.fa.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
38,clara-parabricks-4-1-0-1-sif-can-not-recognize-a100-cards,"hi, trying to run fq2bam with a A100 node, get this error message:[Parabricks Options Mesg]: Checking argument compatibility
[Parabricks Options Mesg]: Automatically generating ID prefix
[Parabricks Options Mesg]: Read group created for /home/crick/working/haplotypecalling/Data/sample_1.fq.gz and
/home/crick/working/haplotypecalling/Data/sample_2.fq.gz
[Parabricks Options Mesg]: @RG\tID:HK3TJBCX2.1\tLB:lib1\tPL:bar\tSM:sample\tPU:HK3TJBCX2.1
[PB Info 2023-Jun-01 00:50:13] ------------------------------------------------------------------------------
[PB Info 2023-Jun-01 00:50:13] ||                 Parabricks accelerated Genomics Pipeline                 ||
[PB Info 2023-Jun-01 00:50:13] ||                              Version 4.1.0-1                             ||
[PB Info 2023-Jun-01 00:50:13] ||                       GPU-BWA mem, Sorting Phase-I                       ||
[PB Info 2023-Jun-01 00:50:13] ------------------------------------------------------------------------------
[M::bwa_idx_load_from_disk] read 0 ALT contigs
[PB Error 2023-Jun-01 00:50:14][ParaBricks/src/pbOpts.cu:107] Bad argument value: Number of GPUs requested (4) is more than number of GPUs (0in the system., exiting.
For technical support visit Help - NVIDIA Docs
Exiting…Could not run fq2bam
Exiting pbrun …===
on the host:[crick@csctmp-xe8545-2 haplotypecalling]$ nvidia-smi
Thu Jun  1 01:29:36 2023
±--------------------------------------------------------------------------------------+
| NVIDIA-SMI 530.30.02              Driver Version: 530.30.02    CUDA Version: 12.1     |
|-----------------------------------------±---------------------±---------------------+
| GPU  Name                  Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf            Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|                                         |                      |               MIG M. |
|=========================================+======================+======================|
|   0  NVIDIA A100-SXM4-80GB           On | 00000000:01:00.0 Off |                    0 |
| N/A   20C    P0               57W / 500W|      0MiB / 81920MiB |      0%      Default |
|                                         |                      |             Disabled |
±----------------------------------------±---------------------±---------------------+
|   1  NVIDIA A100-SXM4-80GB           On | 00000000:41:00.0 Off |                    0 |
| N/A   19C    P0               56W / 500W|      0MiB / 81920MiB |      0%      Default |
|                                         |                      |             Disabled |
±----------------------------------------±---------------------±---------------------+
|   2  NVIDIA A100-SXM4-80GB           On | 00000000:81:00.0 Off |                    0 |
| N/A   21C    P0               58W / 500W|      0MiB / 81920MiB |      0%      Default |
|                                         |                      |             Disabled |
±----------------------------------------±---------------------±---------------------+
|   3  NVIDIA A100-SXM4-80GB           On | 00000000:C1:00.0 Off |                    0 |
| N/A   18C    P0               59W / 500W|      0MiB / 81920MiB |      0%      Default |
|                                         |                      |             Disabled |
±----------------------------------------±---------------------±---------------------+±--------------------------------------------------------------------------------------+
| Processes:                                                                            |
|  GPU   GI   CI        PID   Type   Process name                            GPU Memory |
|        ID   ID                                                             Usage      |
|=======================================================================================|
|  No running processes found                                                           |
±--------------------------------------------------------------------------------------+In the container:[crick@csctmp-xe8545-2 haplotypecalling]$ singularity shell clara-parabricks_4.1.0-1.sif
Singularity> nvidia-smi
Thu Jun  1 01:30:58 2023
±--------------------------------------------------------------------------------------+
| NVIDIA-SMI 530.30.02              Driver Version: 530.30.02    CUDA Version: 12.1     |
|-----------------------------------------±---------------------±---------------------+
| GPU  Name                  Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf            Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|                                         |                      |               MIG M. |
|=========================================+======================+======================|
|   0  NVIDIA A100-SXM4-80GB           On | 00000000:01:00.0 Off |                    0 |
| N/A   20C    P0               57W / 500W|      0MiB / 81920MiB |      0%      Default |
|                                         |                      |             Disabled |
±----------------------------------------±---------------------±---------------------+
|   1  NVIDIA A100-SXM4-80GB           On | 00000000:41:00.0 Off |                    0 |
| N/A   19C    P0               56W / 500W|      0MiB / 81920MiB |      0%      Default |
|                                         |                      |             Disabled |
±----------------------------------------±---------------------±---------------------+
|   2  NVIDIA A100-SXM4-80GB           On | 00000000:81:00.0 Off |                    0 |
| N/A   21C    P0               58W / 500W|      0MiB / 81920MiB |      0%      Default |
|                                         |                      |             Disabled |
±----------------------------------------±---------------------±---------------------+
|   3  NVIDIA A100-SXM4-80GB           On | 00000000:C1:00.0 Off |                    0 |
| N/A   18C    P0               59W / 500W|      0MiB / 81920MiB |      0%      Default |
|                                         |                      |             Disabled |
±----------------------------------------±---------------------±---------------------+±--------------------------------------------------------------------------------------+
| Processes:                                                                            |
|  GPU   GI   CI        PID   Type   Process name                            GPU Memory |
|        ID   ID                                                             Usage      |
|=======================================================================================|
|  No running processes found                                                           |
±--------------------------------------------------------------------------------------+
Singularity>Any clue for it?Thanks,Weibtw, I have --nv and --num-gpus in my code. My code works with V100 cards. Also in sigularity.config I modified “always use nv = yes” “always use rocm = yes”Hi,
I observed the exact same error on 4xA100 cards, running on Docker.It works now for me.
I re-installed cuda 12 correctly and disabled MIG service.Thanks,Parabricks does not support MIG mode.Powered by Discourse, best viewed with JavaScript enabled"
39,streaming-raw-samples-over-100gbps-connectx-6-channel-into-holoscan-operator,"Bottom Line up Front: How do we stream sensor sample data (just a stream of 16 bit integers) from our sensor/PC into a Holoscan operator on the Clara AGX with with high throughput and low latency.We are currently designing a project for the Clara AGX dev kit. Our use case seems a little different than most of the image-based processing that Holoscan seems to focus on and is more aligned with the “Radar Pipeline” example in Holohub. So our current design is as follows:
We have the SoftRoCE drivers installed on the PC, but we did hear that there was upcoming or possible UDP support in one of the recent Nvidia Holoscan Developer talks.So the question is the following, what format is recommended for the PC to use? And then what drivers/libraries do I need on the Clara AGX side to make best use of the ConnectX into a Holoscan pipeline?Below is the current design for the packet structure, but it too is fungible as we control the PC data format as well.

iqstream896×408 951 Bytes
Hi @josh.anderson2. Great question! Thanks for posting on the Holoscan forums.We spoke about this at the developer day, but we anticipate two different types of Network Operators to be released to Holohub:We’re aiming to release the Basic Network operators within the next few weeks and Advanced Network operators sometime later this year.That said, for the advanced operators, you can be sure to denote your header/packet size, meaning the first N bytes of the packet, with the advanced operator, will be sent to CPU while the remaining M bytes in the packet will go to GPU.Powered by Discourse, best viewed with JavaScript enabled"
40,error-when-run-cnvkit,"I run CNVKit but have error:When I change to Parabricks v3.0.0. It show the error here:
image756×124 21.6 KB
Hi,Sorry to hear that you are having trouble running CNVKit.
Can you please run the same command with –x3 option and send us the output?Thank you
MyriemeThanks a lot for your support. I re-run with option --x3 and get the result:

image1862×232 75.8 KB

and

image730×53 4.56 KB
I found the error is wrong permission on my server. When I change -u=1014:8002 to -u=0:0 it run again no errorPowered by Discourse, best viewed with JavaScript enabled"
41,replacing-the-trial-with-the-official-license,"Hi,I want to replace the trial license with a new node-locked license file(not a trial license).The install location is /opt/parabricks. Can I just run the following command?
$ sudo cp license.bin /opt/parabricks/I’d like to know there are any additional issues or concerns about replacing the trial with the official license? Or do I need extra steps?
Hello,Copying the node-lock license file the way you suggest will work just fine.Thanks!Thank you for your help!!This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
42,download-link-for-clara-parabricks-4-x-singularity-image,"I was searching for a link to download singularity image for clara parabricks 4.x Thanks.Hey @javed.shaikh,We only provide the Docker image on NGC. But you should be able to singularity build the docker image and run it on singularity.Powered by Discourse, best viewed with JavaScript enabled"
43,bamsort-failed-with-attributeerror,"It failed when run bamsort.

image1136×257 12.4 KB

The cmd used:
pbrun bamsort --ref fix_WYDT04_HiFiasm_genome.fa --in-bam DY90_rmdup.bam --out-bam output.bam --sort-order coordinatePS:  haplotypecaller , deepvariant , rna_gatk , etc.  can be run correctly.Thanks for any advice.Hey @lkuang,I was just able to replicate your error. I am submitting a bug to our engineering team.Thank you for your patience.Hi @gburnett, Does this issue also exist in PB3.8?Hi, @gburnett What is the status of this bug.Hey @lkuang ,This is fixed in the latest version of Parabricks 3.8.1. You should be able to download it from the trial portal.Thanks!Powered by Discourse, best viewed with JavaScript enabled"
44,too-many-chunks-allocated-memory-of-size-xyz-not-available-error-code-gxf-exceeding-preallocated-size,"If you are encountering the following errorholoscan_error1648×407 379 KBThe error likely comes from BlockMemoryPool when it doesn’t have enough blocks available. There are two things to try:
(1) If you have a shared pool across multiple operators block_pool = make_shared<BlockMemoryPool>(...);, use independent block memory pool objects for each operator.
(2) Increase the number of blocks in the memory pool by increasing the block_size and/or num_blocks parameter.Powered by Discourse, best viewed with JavaScript enabled"
45,computer-vision-solutions-page-launched,"NVIDIA Clara Community,NVIDIA launched a Computer Vision Solutions Landing and Computer Vision Solutions Frequently Asked Questions Pages. Both pages are designed to help you discover our computer vision-related work across the company (software development kits, platforms, libraries, and other resources). Feel free to reach out to me with feedback- I am working with a set of developers to update and make this page more helpful. What computer vision problems are you trying to solve? Leave us a comment!Best,
MikeB_NVPowered by Discourse, best viewed with JavaScript enabled"
46,how-to-build-a-matching-genome-index-that-works-with-the-star-version-used-in-parabricks-v3-8-0-1,"I am using the rna_fq2bam pipeline in parabricks v3.8.0.1.I have prepared a genome index beforehand with the most recent version of STAR from GitHub. The genome index works with the GitHub version of STAR. However, when I am trying to use that genome index with the parabricks rna_fq2bam pipeline, I get an error (see below).Ideally I would like to build the index with STAR from parabricks as as well, to work only with one version, but it is not clear how to do that because the pipeline isolates me from using STAR directly. Could you please advise how to build a matching genome index that works with the STAR version used in parabricks v3.8.0.1?Here is the error::[kratz@gcg01 ~]$ pbrun rna_fq2bam --in-fq SRR5927736_GSM2740270_HUVECs_Late_passage_rep2_Homo_sapiens_RNA-Seq_1.fastq.gz SRR5927736_GSM2740270_HUVECs_Late_passage_rep2_Homo_sapiens_RNA-Seq_2.fastq.gz --genome-lib-dir gbuild --output-dir sample_X/ --out-bam OUT_BAM --ref gindex/GRCh38.primary_assembly.genome.fa
Please visit NVIDIA Clara - NVIDIA Docs for detailed documentation[Parabricks Options Mesg]: Automatically generating ID prefix
[Parabricks Options Mesg]: Read group created for
/home/kratz/SRR5927736_GSM2740270_HUVECs_Late_passage_rep2_Homo_sapiens_RNA-Seq_1.fastq.gz and
/home/kratz/SRR5927736_GSM2740270_HUVECs_Late_passage_rep2_Homo_sapiens_RNA-Seq_2.fastq.gz
[Parabricks Options Mesg]: @RG\tID:SRR5927736.1.1\tLB:lib1\tPL:bar\tSM:sample\tPU:SRR5927736.1.1
[PB Info 2023-Apr-30 10:01:02] ------------------------------------------------------------------------------
[PB Info 2023-Apr-30 10:01:02] ||                 Parabricks accelerated Genomics Pipeline                 ||
[PB Info 2023-Apr-30 10:01:02] ||                              Version 3.8.0-1                             ||
[PB Info 2023-Apr-30 10:01:02] ||                                   star                                   ||
[PB Info 2023-Apr-30 10:01:02] ||                  Contact: Parabricks-Support at […]
[PB Info 2023-Apr-30 10:01:02] ------------------------------------------------------------------------------
[PB Info 2023-Apr-30 10:01:03]  … started STAR run
[PB Info 2023-Apr-30 10:01:03]  … loading genome
[PB Error 2023-Apr-30 10:01:03][src/ErrorWarning.cpp:30]
EXITING: FATAL INPUT ERROR: unrecognized parameter name “genomeType” in input “genomeParameters.txt”
SOLUTION: use correct parameter name (check the manual)… FATAL ERROR, exiting. Exit code 102, exiting.
For technical support visit […]
Exiting…Could not run rna_fq2bam
Exiting pbrun …Powered by Discourse, best viewed with JavaScript enabled"
47,launching-simultaneous-parabricks-jobs-fail,"Hi,
I have installed Parabricks version 3.0 and I am testing it with singularity. I can run a job at a time successfully, both on a single GPU and on multiple GPUs.However, I am unable to unable to run two simultaneous jobs of parabricks, getting the following error:The intent is to install Parabricks as a module in a shared space on a cluster for easy of access for multiple user.Hello Mohsin,Thanks for your interest in Parabricks and apologies for the troubles/inconvenience. There’s a limitation with Parabricks at the moment which will require you to copy the installation directory for each run and install with the --disable-fakeroot flag. That way you should be able to do multiple runs without any issue using singularity.Hope this helps.Powered by Discourse, best viewed with JavaScript enabled"
48,rivermax-testing-recommendation,"It’s recommended that the Rivermax generic_receiver be started prior to starting the generic_sender when testing Rivermax between two Clara AGX DevKits. The DevKits should be connected using a suitable QSFP interconnect between the ConnectX QSFP ports on the DevKits (note: the latest firmware ConnectX firmware update disables the ConnectX RJ45 port on the Clara AGX DevKit). The following are recommended alternative steps for running the Rivermax generic send/receive test between a sender and receiver Clara AGX:Powered by Discourse, best viewed with JavaScript enabled"
49,vqsr-applyvqsr-not-doing-any-filtering,"The vqsr module of parabricks v3.7 exits with the following message:I don’t understand what the error is. Both the recal and the tranches file were created and seems to be ok.The command line is the same as for the QuickStart example.Best regards
HaraldHey @harald.gro,Just to clarify, you used the sample data to run this? So your commands look exactly like the QuickStart example below?Sorry, no. The input data was from my own WGS dataset. The rest of the command was the same.Edit: I also tried running the compatible gatk ApplyVQSR (docker v4.2.5.0) command and that worked without any issues (after creating a required index file for the output.recal file).Hi @harald.gro ,Can you please let us know :Thankspbrun --version:  pbrun: 3.7.0-1.ampereCommand line:These are the GPUs that were provided.A small question about the GPU’s. The vqsr app doesn’t mention any options for assigning number of GPUs? Are there anything missing in the documentation?Powered by Discourse, best viewed with JavaScript enabled"
50,cudasafecall-invalid-device-symbol-error,"Hi,I am using Clara Parabricks v3.5.0 (with a trial license) on an HPC system with PBS Pro and I am getting a CudaSafeCall() invalid device symbol error. The system admin recommended I ask the developers for advice. The script and stdout are below:The PBS script:The stderr:stdout:Powered by Discourse, best viewed with JavaScript enabled"
51,how-could-i-try-clara-parabricks,"Hello.
I applied for free one-month trial parabricks license key from https://www.nvidia.com/en-us/healthcare/clara-parabricks/ page.
So I got ‘NVIDIA Clara Parabricks Pipelines - Your 1-month license key’ e-mail from parabricks-support@nvidia.com.
However, when I clicked ‘Install Parabricks Pipelines’ link in the e-mail, it just showed the error "" AccessDenied Request has expired2020-10-21T16:15:15Z2020-10-22T07:05:25Z13422F28E10EAB8Fw58ngE4rJAa66Km6pKdR8hSFB7ubnYnh8GLGxgeNqkwG7+BAQBnp9GRyOIkDtMtEoXSISTughbo="".
How could I try parabricks pipeline?Greetings,Our apologies for this mishap; it appears that there’s a new policy for the link expiration that we’ll be addressing separately - here’s an updated link pointer for you to use instead:wget -O parabricks.tar.gz “https://s3.amazonaws.com/parabricks.licenses/v311_NOV_END/parabricks.tar.gz?AWSAccessKeyId=AKIAJGDUNN2G2ZAH3Q3A&Signature=MzWbwsjmXWdzyACJT2JUH1XlMAs%3D&Expires=1608564579”-AboodThank you for your reply.JeongminHi,
Is it possible to run Parabricks toolkit on a CUDA-enabled GPU laptop? I have a high-end laptop with 6GB Nvidia 1660Ti and Intel Core i7 9-th gen, with 16GB of RAM. I want to practice GATK4 with GPU for my later project. I am a researcher at University of Delhi.
Please help.
Thank youPowered by Discourse, best viewed with JavaScript enabled"
52,capture-card-vendor-try-to-implement-v4l2-driver-with-nvidia-rdma,"Hello,I am a developer of captured card vendor.We have a problem when enabling GPUDirect RDMA on Ubuntu.Kernel rejects to load of our driver because the driver uses GPL symbols and proprietary symbols.sudo modprobe LXV4L2D_SC0710
dmesg
[ 9217.151262] LXV4L2D_SC0710: module using GPL-only symbols uses symbols from proprietary module nvidia.
[ 9217.151267] LXV4L2D_SC0710: Unknown symbol nvidia_p2p_dma_unmap_pages (err -2)
[ 9217.151330] LXV4L2D_SC0710: module using GPL-only symbols uses symbols from proprietary module nvidia.
[ 9217.151332] LXV4L2D_SC0710: Unknown symbol nvidia_p2p_get_pages (err -2)
[ 9217.151359] LXV4L2D_SC0710: module using GPL-only symbols uses symbols from proprietary module nvidia.
[ 9217.151361] LXV4L2D_SC0710: Unknown symbol nvidia_p2p_put_pages (err -2)
[ 9217.151381] LXV4L2D_SC0710: module using GPL-only symbols uses symbols from proprietary module nvidia.
[ 9217.151382] LXV4L2D_SC0710: Unknown symbol nvidia_p2p_dma_map_pages (err -2)
[ 9217.151399] LXV4L2D_SC0710: module using GPL-only symbols uses symbols from proprietary module nvidia.
[ 9217.151400] LXV4L2D_SC0710: Unknown symbol nvidia_p2p_free_dma_mapping (err -2)
[ 9217.151404] LXV4L2D_SC0710: module using GPL-only symbols uses symbols from proprietary module nvidia.
[ 9217.151405] LXV4L2D_SC0710: Unknown symbol nvidia_p2p_free_page_table (err -2)BR,
DavidHello David,
In order to help you, we will need more information on the capture card manufacturer and model.  Can you please provide more context?
thanks!Hi David, You could update your stack to R515+ through GitHub - NVIDIA/open-gpu-kernel-modules: NVIDIA Linux open GPU kernel module source. Holoscan OpenEmbedded recipes release v0.3.0 solves the issue with enabling RDMA by using OpenRM r515 drivers, please take a look at GitHub - NVIDIA/meta-tegra-clara-holoscan-mgx at v0.3.0.
Regarding If using open source Nvidia driver, some old Quadro cards don't on the supportting list. : could you tell us a little more about which hardware you’re using?Hi Ylazimy & Jinl,I successfully used R515 open-source driver on a PC and enabled Nvidia GPUDirect.
Next, I will try to use R515 open-source driver on Clara AGX Developer Kit.
Because I’m not familiar with  OpenEmbedded/Yocto, this will take more time to finish.For now, has two customers
Customer A
Platform: Clara AGX Developer Kit.
OS: Holopack 1.1, l4t 34.1.2
GPU: Quadro 6000
Using Holoscan SDK: Yes
Captured card: SC0710 HDMI or SDVoE (https://www.yuan.com.tw/products/capture/4k/sc710n1_l_hdmi2.htm)Customer B
Platform: x86 PC
OS: Ubuntu 20.04
GPU: Quadro A6000
Using Holoscan SDK: Unknow, they don’t ask.
Captured card: SC0710 HDMICould you tell us a little more about which hardware you’re using
– This is just because I have a very old Quadro which is M4000, I think most customers will use the newer Quadro.
So just forget this.Thank you for your help. If I meet a new problem, I will post a new question.BR,
davidThis topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
53,plotting-text-programmatically-with-holoviz-in-python,"Hi all,We implemented an endoscopy tool tracking prototype, similar to the one you provided in the holohub repository. For our application, we do inference on a YOLOv8 model, which works really well.In order to visualize the result, we’d like to plot the bounding box and the label with holoviz. In addition, we also want to plot the confidence value.However, I did not figure out how to add string to the output message in the compute function of our PostprocessingOP and emit the message, such that the HolovizOP can utilize the string.I did not find any example application in the holohub repository doing exactly that. In all cases, text is statically specified within the YAML file.Could you provide a working example in python?Thanks in advance.Hello, very cool to hear about your tool tracking app with Yolo v8! For dynamically defining text at each call to compute(), the feature is not yet available in Holoscan and coming in a future release! Please stay tuned.In the meanwhile, while we can’t dynamically display the exact value at this moment, one thing you could do is pre-define a few text strings of confidence ranges and display the corresponding range that the value falls into at each call to compute().Thanks for your rapid response and your approach. I never thought about doing it like that, but I it will surely be sufficient for our use case.Is there a general timeline on what is being implemented in upcoming releases?For this feature of dynamically defining text to render, the timeline is estimated around the end of July.Perfect. Thanks for the responseThis topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
54,nvidia-parabricks-what-is-the-correct-path-of-license-bin-in-a-container,"Hi, thereI referred to the article below.
https://ngc.nvidia.com/catalog/containers/hpc:parabricks
And ran the pbrun tools via docker.When I executed the fq2bam tool, the log shows that
“The license file license.bin was not found in the installation folder”I tried to solve this case in different ways, but all failed…including putting the license.bin inAnd, the following config was from the container I executed.
$docker inspect container_idTherefore, I would like to know how to configure license.bin in the container in the right way.Hello,We are sorry you were not able to use our software.To be able to use Clara Parabricks Pipelines, you need to have access to the installer.You can get a trial version using this link NVIDIA Clara Parabricks: 90 Day Free TrialRegards,
MyriemeYeah, I have got the trial parabricks license key fromI am not clear about what the differences between A and B are.
Where:Now, I know that both of them are launched by nvidia-docker.The image can be:And the key point of license.bin is(Please correct me if I’m wrong.)Powered by Discourse, best viewed with JavaScript enabled"
55,failed-to-run-pbrun-deepvariant,"Hi, thereWhen I tried to run pbrun deepvariant with the official sample dataset, I got the following error.where the error is:Invalid modelFileName /usr/local/cuda/.pb/binaries//model/60/shortread/deepvariant.eng. Exiting…But it is fine to run pbrun germline  (with HaplotypeCaller) or the single standalone tool pbrun haplotypecaller.
image730×383 39.7 KB
How can I resolve the deepvariant error?Hi tsungjung411,sorry you are having issues.
We are looking into this and will get back to you soon.Best,
MyriemeHi tsungjung411,We are sorry but Parabricks deepvariant does not support this GPU.Best,
MyriemePowered by Discourse, best viewed with JavaScript enabled"
56,parabricks-mem-from-pbrun-germline-command-hanging-and-not-finishing,"Our pbrun germline command seems to be stuck.  We run this job on our high performance compute cluster, requesting for
max, 64 cores, 4 GPUs and 175GB memory.Here’s the command in our pipeline that’s stuck.Based on my calculations, there should be (1183551056+128623608)/4=328043666 (line counts on each of the R1 fastqs) reads so I’m not sure how the progress is
counting reads either.Running htop to monitor this job, I noticed the following interesting observations:What is the PARABRICKS mem command?  What is it doing and is this expected behaviour?  How long is this command
expected to run typically?Here are more numbers for fastq sizes, CPU, memory, GPUs.220414_A00692_0278_ML220267_SAM001-FAM001_MAN-20220202_ILMNDNAPCRFREE_L000_R2.fastq.gz=2.6G
220414_A00692_0278_ML220267_SAM001-FAM001_MAN-20220202_ILMNDNAPCRFREE_L000_R1.fastq.gz=2.5G
220218_A01221_0103_ML220267_SAM001-FAM001_MAN-20220202_ILMNDNAPCRFREE_L000_R2.fastq.gz=24G
220218_A01221_0103_ML220267_SAM001-FAM001_MAN-20220202_ILMNDNAPCRFREE_L000_R1.fastq.gz=22GUpdate 2022-06-22:For some reason this exact same job started working again without us making any changes on the cluster node nor pipeline.  After finishing, here are the observations for a successful run on this same job:Update 2022-06-27:Our job failed and running again with --x1 --x3 options, here’s some additional output before it failed, (exit code was 255).  In fact, it failed several times and every time I restarted it, it progressed a bit further.  Our pipeline processes samples one at a time and by progressing further, I mean it went on to process and complete processing samples that it previously failed.  This pipeline does not re-process previously successful samples.  Each time it failed, below is the output just before the failure.Hey @tommy.li,It could be an issue with memory. Can you try running on 2 GPUs instead of 4? Sometimes 4 GPUs can use more than 175 memory. I will loop in the wider team and see if they have anything to say, too.Thanks!Hi @tommy.li,Does this issue happen only for one sample? where the input is is not that important.
But temp directory is a really important and local disk or shared storage might make a difference here.
Does it hang every time?Thank you.It could be an issue with memory. Can you try running on 2 GPUs instead of 4? Sometimes 4 GPUs can use more than 175 memory. I will loop in the wider team and see if they have anything to say, too.We ordered more memory and will be getting that soon.  This should help us isolate/rule out whether it’s a memory issue or not.Does this issue happen only for one sample? where the input is is not that important.
But temp directory is a really important and local disk or shared storage might make a difference here.
Does it hang every time?Our batch run has 42 genome samples but our pipeline processes these using parabricks one at a time.  It’s happened to more than one sample so it’s not a data issue.  In fact, I managed to complete this batch after a few restarts (i.e. first run 32 went through, restart, another 5 went through, restart, another 4 went through, restart and the final one went through.When you say “temp directory is a really important”, does parabricks use /tmp or is this configured somewhere?  Also, how much space is needed for this temp directory?Hi Tommy,We can pass the temp folder by passing as a parameter, by default we use the current directory. We need around 4X size of output BAM on the storage for temporary files.
Let us know if this helps.Thank you.Powered by Discourse, best viewed with JavaScript enabled"
