,query,data
65,nvidia-gtc-21-access-technical-training-and-sessions-built-for-developers,"Access technical training and sessions built for developers.
Register for Free - GTC 2022: #1 AI ConferencePowered by Discourse, best viewed with JavaScript enabled"
66,usd-composer-create-2022-2-0-beta-modulus-extension-issue,"Hi,
I installed Create 2022.2.0 beta and install modulus extension and got the error.
Please refer to the screenshot for details.
image2253×1213 309 KBPlease help with a resolution.Hi @ratan.s.muraliPlease try the manual download method towards the end of the install section of the docs. Please be mindful that the Modulus OV extension is presently on a development hiatus. Support will be very limited. Thanks!Thanks for the response.  USD Composer 2022.1.5 not opening on Ubuntu 22.04. here is the error, thus unable to test Modulus as this version nor 2022.2.0 beta not opening in Ubuntu ( error is the same). Please helpPowered by Discourse, best viewed with JavaScript enabled"
67,using-nvidia-modulus,"I am looking at the introductory example to test the use of Modulus here.Am I suppose to run anything else in the terminal before pasting the commands listed under “Creating Nodes”?Hi @nga77This example is showing code snippets from the LDC Python script in the examples repo. You should be running this python file using the command at the bottom of the webpage you linked.Understood. Thank you!This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
68,basic-custom-pde-problem-with-boundary-conditions,"As a beginner in using the Modulus framework, I tried to follow the initial code given in the following link:https://docs.nvidia.com/deeplearning/modulus/user_guide/notebook/notebook.htmlIn order to learn, I tried to change the existing code in order to solve the equation of the form u__x__x = x with boundary conditions (BC):
u(0) = 0 and u(2)=1, where x in [0, 2]. Considering that the analytical solution of this equation is u = x*(x^2-1)/6, unfortunately, I did not get even an approximate result using Modulus.In order to set the appropriate BC, I made the following change:from modulus.domain.constraint import PointwiseBoundaryConstraint, PointwiseInteriorConstraintbc = PointwiseBoundaryConstraint(
nodes=nodes,
geometry=geo,
outvar={“in”: (0, 1)},
batch_size=2,
)
domain.add_constraint(bc, “bc”)Considering that I don’t have a good results, can the BC conditions: u(x=0) = 0 and u(x=2) = 1 be set with outvar={“u”: (0, 1)}?Result is shown below:Thanks in advance.Hi @senad.odzakFor two different boundary conditions I would suggest you create two different constraints. I.e. one on the left and right. You can use the criteria parameter of the boundary constraint to specify if its left or right. See the LDC script as an example. E.g.I think the issue you are seeing here is that your BC does not know what value is on the left or right boundary. Its just randomly sampling left / right boundary points and assigning 0/1. Hence why its converging to a value of 0.5 at the boundary (learns the average).This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
69,to-show-pde-loss-boundary-loss-and-aggregated-loss-in-a-single-plot,"In all the examples, the losses have been plotted separately. Is there a way to combine all of them in a single plot?Hi @id21resch11019If you want more custom plotting on top of what the default Tensorboard output provides, it’ll probably be easiest to save all loss values to a CSV then plot or perhaps export the data from Tensorboard.Powered by Discourse, best viewed with JavaScript enabled"
70,welcome-to-modulus-physics-ml-framework-news,"Watch this section for News about Modulus Physics-ML Model Framework.Powered by Discourse, best viewed with JavaScript enabled"
71,how-to-use-the-moving-time-window-method-when-solving-a-convective-heat-transfer-problem,"Hello,I need to solve a transient heat transfer problem in which the flow field and temperature field are coupled. In the Taylor-Green vortex decay example we have just Navier-Stokes eq. and a flow_net. How can I extend  the moving time window method for problems in which there is a heat_net as well as a flow_net?Hi @z.hashemi986Theoretically this is possible, but even taylor-green with this approach is not an easy problem. A transient coupled heat transfer problem is something that is even more complex than we have done, so unless you are very familiar with PINNs, I would recommend starting simple and building up. Its unknown how well the moving-time window approach generalizes to other problems / physics.A good research problem. Best of luck.Thanks for your reply.
By the way, I’m using GPU TRX4090 Ti, but I cannot run the “industrial heat sink” example and I get an “out of memory” runtime error.
Except for A100, which GPU cards do you recommend for PINN using Modulus (for a transient coupled heat and fluid flow may involve phase change)?
Do you recommend any item from these models: A6000 or A40 or A16?Hi @z.hashemi986For some of these more complex problems, GPUs with more VRAM are recommended (such as A100 or V100s). Generally with deep learning more VRAM you have the better. But for many PINNs problems , other GPUs will work just fine. A 4090 has quite a bit of VRAM so maybe adjusting some hyper-parameters may fix it:Thank you so much for the help.Powered by Discourse, best viewed with JavaScript enabled"
72,unable-to-sample-naca-0012-symmetrical-airfoil,"Hi,
I am trying to simulate flow across NACA 0012 airfoil. The formula for the shape of NACA 0012 is -
 yt = 5t(0.2969*sqrt(x) - 0.1260*x - 0.3516*x^2 +0.2843*x^3 - 0.1036*x^4) ,
where,
x is the position along the cord(0 to 1)
yt is the half thickness at a given value of x
t is the maximum thickness as a fraction of the chord, here t = 12% or 0.12The coordinates for upper and lower surface of the airfoil are (xu,yu) and (xl,yl), where,
xu = xl = x, yu = yt and yl = -ytCan someone please help me with the custom geometry class required to sample the airfoil? I am attaching an image of NACA 0012 for your reference.Thanks in advance

NACA00121081×179 25 KB
You may have solved this issue already, but the way I solved this problem was by producing the NACA wing as a list of points, and then I plugged the points into the modulus.geometry.primative_2d.Polygon object. A word of caution, however, while this produces the Wing, producing the Polygon object takes a considerable amount of CPU time. I did this all with Modulus 22.07.Here’s a sample of my code to hopefully help get started:Hope this helps.Hi mrunal.nasery, I tried in the old SimNet before but it was not easy using symbolic programming and I gave up. Wonder if it’s easier in Modulus now.Hi Markjonestx, you are creating a wing, right? So I guess there’s many pts. I guess it should be much faster if it’s just a 2D airfoil. I will take your code and give it a try. Thanks!Hi @tsltaywbIn the current Modulus version a polygon geometry class has been added to our CSG module to make things like 2D airfoils easier to work with. For 3D wings I would probably suggest making a discrete set of STL files and using our tessellated geometry functionality for these more complex cases.Hi ngeneva,Thanks for the tips. I’ll give it a try!Hi Markjonestx, you are creating a wing, right? So I guess there’s many pts. I guess it should be much faster if it’s just a 2D airfoil. I will take your code and give it a try. Thanks!Hello tsltaywb! As ngeneva has suggested, STL will likely be a better solution for 3D airfoils. If you’re working with 2D airfoils though, I have been attempting to explore better solutions than what I posted above. My latest attempt was to take a 2D cross-section of a NACA wing and load it as an STL file, but I suspect the classmethod that parses STL files was not written with 2D objects in mind. I’m exploring other solutions though.Hi @tsltaywbDid the suggested approach work for you? Would you be interested in speaking to the modulus team to share more details on the use case and we can try to share more insights on how to apply Modulus for you problem. You can reach out to us directly at modulus-team@exchange.nvidia.com.Thanks
RamHi markjonestx,Sure. I’ll talk to them. Thanks for the info!Hi ramc,I tried to email you ppl but the email bounced back:Recipient address rejected: Access denied. AS(201806281)Is this the correct email?Thanks.Sorry about that - yes there seems to be an issue with the email alias and we are trying to address it. In the mean time, you can reach out to ramc@nvidia.com or anshumanb@nvidia.com.Hi,I have successfully used the py file ( script at /examples/geometry/naca_airfoil.py) to construct a problem for flow past naca0012 airfoil. I have gotten some results. In the code:We can specify how many pieces of lines can be used to form the polygon airfoil. I realised that when I specify 50 for both airfoil_fore_pts and airfoil_aft_pts, it took a long time to set up, before the actual training starts, like 20 - 30mins. When I use 100, it took like around 1+ to 2 hrs on a V100.Is this normal? Am I using excessively a lot of points? Of course, I still need to do some convergent test but the initialization took really long. I wonder if I do things correctly.Hi @tsltaywbAs the number of elements increase in the CSG module the sample time does rapidly increase since interior points are sampled based on the analytical SDF’s of each element (so each element in the polynomial has its own SDF). Thus you are likely using too many elements in your polynomial for fast sampling. We have some improvements for the geometry module road-mapped.In the past with really complex geometry that takes a long time we have manually sampled points and saved them to file. Then we would load them into a dictionary in our training script and manually create a DictPointwiseDataset which can then be fed into a basic Constraint. The alternative would be to mesh your geometry then use PySDF for sampling.Hi @ngenevaThanks for the info. Will take note to reduce the no. of polygon elements.
Btw, is there an example with regard to the DictPointwiseDataset mtd? Seems like a good alternative.Kind of. This DictPointwiseDataset is used in quite a few spots under the hood. But probably the most convenient location of it being used is in the .from_numpy() class function of the PointwiseConstraint which is essentially an automated method of what I just described.A couple of examples use this: The anti-derivative example with DeepONet, wave inverse problem, etc. Typically shows up with problems involving some data or specific discretization.Hi,Now I need to add discrete pts to create an airfoil. There’s no formula to generate the airfoil. I believe I can still use the prev mtd which involves using polygon.I just saw this post:
https://forums.developer.nvidia.com/t/add-grid-points-manually/241039Will it be faster than using polygon?Using the above 2 approaches, is it also possible to do parameterization?Supposed I have a set of airfoil pts. I have a parameter t. I will multiply it with the y component of the airfoil pts to enable thickness parameterization. Is this workable?Thanks.Powered by Discourse, best viewed with JavaScript enabled"
73,how-do-you-access-a-trained-modulus-model-checkpoint,"Once I have trained the model, how do I access the model itself? So, once it has finished training, how would I plug in values for variables trained on into this model?Hi @isabella.hillmanYour model is saved in a model checkpoint file located in your outputs folder near your training script. With the model checkpoint you load it a python script and it can use it for what you would like. You could do this via the Modulus framework or fall back to a more native PyTorch route.The Link is not available. Is it still up to date?Updated link now on Github:You can also set run_mode: 'eval' in your config YAML.Powered by Discourse, best viewed with JavaScript enabled"
74,add-constraints-and-inferencers-for-navier-stokes-equations-time-true,"Hi,
i am using modulus for a problem similar to the “conjugate heat transfer” example.
First i started by setting the equations with time=False like in the example. Everything worked fine. For my problem i need to insert the time variable so i decided to switch to time=True.  This resulted in the following error:Below is my code:After this, like in “Conjugate heat transfer” example, i  define other constraints for the full geometry. Then i call the solve() function:Even if i change the line input_keys = [Key(""x""), Key(""y""), Key(""z""), Key(""t"")] in input_keys = [Key(""x""), Key(""y""), Key(""z"")] the inferencers and the constraints run but the solver have the following error:Since there are no examples in the guide with time=True i don’t understand where i went wrong.
I appreciate any suggestions.
ThanksHi @tom_02The reason you’re getting that graph error is that the transient N-S equations requires the additional input variable t, which isn’t provided by the geometry (only x,y,z) or your neural network (u,v,w,p). So we need to somehow provide that variable when creating that constraint.This is one of the purposes of the parameterization field in these point constraints that use the geometry module. This can be used in two ways: one is to control parameterized geometry, two is to provide additional variables in the inputs of constraints.Let say you want to solve between time [0,1] during training. You should be achieve this via:An example of this (granted for a specific time) is seen in the Taylor Green example. Using parameterization ranges is also demonstrated in several examples such as FPGA heat sink.Let me know if this doesn’t work.Hi @ngenevaI followed the instructions in the taylor_green example, I have included the time variable and added the “time_window_net” but it seems there are still problems, now with the “MovingTimeWindowArch” object.Error received:Below my code:Then i added inferencers and constraints to the domain.I don’t undertsand the reason of the error, because the code is copied from the example.Thanks for your help.Hi @tom_02If you’re deciding to try the moving time-window example I would suggest turning off JIT in your config and try again. Seems this error is torchscript related.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
75,unroll-graph-error-in-pointwisemonitor-of-2d-flow-over-airfoil-with-inlet-velocity-as-parameter,"Hi, I am using modulus 22.09 to train a model that provide flow field prediction for a 2D airfoil with changing angle of attack and inlet velocity.
However, I encountered a unroll graph error on the pointwisemonitor part, here is the error log:Here is how I set the flow nodes:Here is the PointwiseMonitor that have the unroll graph error:Can somebody kindly help me with this unroll graph error?Best regards.Hi @TinsenLYSeems that the graph is not able to get all of the needed inputs for the neural network to predict the velocity components. Is your model able to get access to vel_in in the monitor? I see you have it commented out, is it a parameterized variable in your geometry?In the error it says:invar: [x, y, sdf, area, aoa, x_pos]
requested var: [continuity, momentum_x, momentum_y]
computable var: [x, y, sdf, area, aoa, x_pos, continuity]which tells me that this vel_in variable is potentially missing from the input / cant be computed.Hi, @ngenevaThank you for your reply.I was trying to add the vel_in using the invar, but it comes out with the error that I have provide mutiple values for the invar. So how should I add the vel_in variable into the monitor?  It is not a parameterized variable in geometry, it is parameterized in flow.py.And then I tried to comment out the monitors and run the code, the loss was large, and the model failed to converge. Does the monitors have influence on the training of the model?Best regards.Hi @TinsenLYI was trying to add the vel_in using the invar , but it comes out with the error that I have provide mutiple values for the invar . So how should I add the vel_in variable into the monitor? It is not a parameterized variable in geometry, it is parameterized in flow.py.Yes, so in the invar parameter you need to provide a dictionary of numpy arrays that includes vel_in variable as well of the same size. So if your monitor will be using 1000 points, this will need to be an array of 1000 points added to the dictionary produced from the sample_interior method. E.g.:The alternative method is to add this variable as a parameterization into the geometry of the system. Basically the geometry model will then serve this variable with the x,y,z coords when building the dataset for the monitor. See the FPGA geometry for an example of this.And then I tried to comment out the monitors and run the code, the loss was large, and the model failed to converge. Does the monitors have influence on the training of the model?No something is wrong with your training.Powered by Discourse, best viewed with JavaScript enabled"
76,double-criteria-on-constraint-generation,"Hi,
i’m working on a problem similar to “conjugate heat transfer example”. I’d like to add double criteria condition in a constraint. So i try to add something like this:But this create the error below:Is it possible to add condition of this form in the same constraint?
ThanksHi @tom_02This should be achievable. At least if it can be compiled to a Sympy expression it should work. For example I can use the following in the LDC example with a double criteria:I can reproduce the error you’re seeing, it could be from the mixing of the custom function + sympy expression. But I am not 100% certain.One alternative you could try is to do both criteria in the wall_criteria function. I believe x and y should be available in your invar dictionary, so you could do this all in numpy using np.logical_and. E.g.Just as warning, this can be tricky for sampling these points. Particularly if you have an equals condition. This criteria is used to assess if randomly sampled points are valid or not, so having a condition that requires a point to exactly be on a certain boundary/constraint is impossible (random generation). You’d be better off defining a new boundary geometry for it if that’s needed.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
77,hanging-issue-of-modulus-v22-07-running-on-multi-node-gpus,"I want to run Modulus on two machines with each have 4 GPUs.
For now, I can run Modulus on each machine with 4 GPUs without any issues, as attached figure.

image1920×783 118 KB

However, when I use the two machines, it will hang as shown in the screen shot. It cannot initialized GPUs using openmpi as in the above worked simulation. It works for v21.06 but failed for v22.07.

image2386×210 95.5 KB

There is no mpi issues across the two machines and also no mpi incompatibility issue.
Does anyone meet similar issue or have any comments on this issue?
ThanksHi @Shen666 ,We don’t use singularity for running our image. I am somewhat suspecting that this may be an issue with that and the Modulus docker image (I am assuming the singularity container is built off the docker file?). I have not seen this issue before.After some Googling, there does seem to be some potentially relevant information here about using singularity with a nvidia-docker container (mention the cuda path you have here mid way down).https://www.nmr.mgh.harvard.edu/martinos/userInfo/computer/docker.phpIf this doesn’t work still you may want to try a bare-metal install (python install) which still has the majority Modulus’ features functional.I am able to train on multiple nodes using an Apptainer image.Thanks @ngenevaHi @prakhar_sharma , for Apptainer image, is it an image on AWS or other cloud provider? Where could I try?
Do you convert the Modulus to singularity container image .sif or sandbox?
ThanksI didn’t convert the image. I was learning Apptainer. So, out of interest I created my own Apptainer definition file to build an image from the base image.it works perfectly fine, with multiple GPUs, mpirun and with pysdf.Interesting. Since Modulus only release docker image, I am curious how you run it with Apptainer without convert it to .sif file. Would you mind sharing the cmd you run to launch Modulus with Apptainer? That will be very helpful for me to understand. Many thanks @prakhar_sharmasorry I can’ t share. I am looking to create an MR on their Gitlab repo if they allow me. But it is not too difficult. You just need the base image (find the link in the previous comment) and then apply everything which is required for the bare metal installation.I see. Thanks. I will try with ApptainerPowered by Discourse, best viewed with JavaScript enabled"
78,implementation-of-flux-continuity-across-interface-in-nvidia-modulus,"I am working on a physics problem which involves diffusive fluxes. At a certain location of defined geometry, flux continuity across interface must be imposed, i.e. the diffusive fluxes at the right and the left of interface must be the same. Following figure illustrates the problem that I am trying to handle.I tried using the parameterization option in PointwiseBoundaryConstraint() to specify the location of interface. But this option cannot be used for equating fluxes at two sides of an interface. Is there an elegant way to implement this constraint in Modulus?Hi @shubhamsp2195Is this interface aligned along an axis (say the normal of this interface is the x-axis as in the picture). Then does it make sense to impose u__x__x = 0 so pointwise the gradient of u_x is zero in the interface normal direction? Alternatively could you consider using a integral constraint to represent continuity here (we use this in incompressible problems)?Otherwise I think you would have to create a custom constraint to impose points on the left side of the line are equal to the right. This should not be too difficult, in fact we had tried something like that in the past. But go with the second-order gradient first if possible.Hi @ngeneva
My problem domain involves arbitrarily aligned interfaces. So I may need to specify a custom constraint. Thank you for suggesting possible solutions to my query.Powered by Discourse, best viewed with JavaScript enabled"
79,error-in-running-fourcastnet-github-code-pre-processing-stage,"Hi! I am going through the FourCastNet code inside GitHub (GitHub - NVlabs/FourCastNet: Initial public release of code, data, and model weights for FourCastNet) and at the pre-processing stage I have got an error which is:  KeyError: “Unable to open object (object ‘fields’ doesn’t exist)”
I have hdf5 parallel enabled and using the exact dataset which means the dates and the format inside the example code inside the rep, and still, get this error.
How can I solve this issue? thank you very much.Hi @afshin.shafeiUnfortunately we can’t provide direct support for the GitHub code since the team is not familiar with the pre-processing implemented here. I would say your best bet would be to open an issue on the Github repo page or reach out to the lead author.From what you described seems your H5 file is missing some data… perhaps use h5ls to see if the correct fields are in fact inside the file? (Just a guess)Thank you very much for the reply. I checked the files and they seem to be correct, they have all the parts required for running. but I can’t understand where is the problemHi @afshin.shafei @ngenevaDid you find a cause and a solution to this problem as I have encountered the same issue?Thank you for your help.hello @john.taylor1 ! :)
yeah I found the solution, you can check in this link: Pre-processing stage key error · Issue #6 · NVlabs/FourCastNet (github.com)They suggested me to pre-populating a h5 file:"" I would recommend pre-populating the empty hdf5 files. Before running the parallel_copy_small_set.py file. I will push a script to do that. It should just do the following:""time_steps = 52
with h5py.File(‘filename.h5’, ‘w’) as f:
f.create_dataset(‘fields’, shape = (time_steps, 20, 720, 1440), dtype=‘f’)Thank you - I created the h5 files and can now get the code running.Powered by Discourse, best viewed with JavaScript enabled"
80,simulation-killed-with-no-other-error-message,"I am running the Modulus v22.03.1 docker container on a Mac. In the past, it was working fine, but at present several of the examples are starting up, printing the training parameters, and then getting killed before the training can start. I have output like this:[00:55:36] - Jit compiling network arch
[00:55:37] - attempting to restore from: outputs/wave_1d
[00:55:37] - optimizer checkpoint not found
[00:55:37] - model wave_network.pth not found
KilledDo you know why the training process would be getting “Killed” like this?Hi @gemma.mason ,We don’t have a “Killed” exit message inside of Modulus, so I suspect this is coming for PyTorch side. Some suggestions would be to turn off JIT (add jit: false in your config.yaml). Also try lowering the batch size for these examples. Its hard to tell, but you could be running out of memory.If these do not work, do you have a list of examples that work vs. ones that don’t?You are correct, it was a memory issue! I found this page which talks about this issue in the PyTorch context: Code stopping with text ""Killed""? - PyTorch ForumsThank you very much for the advice.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
81,is-it-possible-to-include-training-data-within-modulus,"If someone could advise me on whether you can include training data within Modulus that would be most appreciated. I know you can use validation data, but I would like to include data to train on.I am using a linear elastic model. I have very low losses when training to model. However, the inference results for stresses and several orders of magnitude out.Hello, we are looking into including trained models for all of our examples so users can quickly see the results. We don’t have any definite plans on this yet.Powered by Discourse, best viewed with JavaScript enabled"
82,example-problem-t-junction,"@ngeneva I have reworked the bent pipe example to something that should both have valid geometries, and can be usable as an example problem if nvidia is interested. However, like the previous problem I am having some difficulties getting it solve the water flow and would appreciate some assistance if you have the bandwidth.This sample is emulating hot water flow in a T junction containing two inlets and one outlet. The pipe diameter is constant at ~5mm. The water relevant to my use case is 140f and so I’ve tried to select nu and rho values accordingly. This is not a space I’m experienced with however, and I may have selected these values poorly. I used this web app to aid me:This water viscosity will help you determine the viscosity of water at any temperature.
This example has been based on code from both the aneurysm and the 3D three fin samples.Scale is tied to velocity magnitude
Color is tied to pressure
image1301×580 93.2 KB
t_junc.zip (56.8 MB)In very early iterations (e.g. 1000-5000), Modulus produces output that appears close to the expected solution. This could just be a random coincidence given how few iterations have been ran, but it unfortunately fails to converge. As it continues to train, it will never solve the flow and continually diverge away from it. My current best guess is that this has something to do with scaling, as I’ve noticed that the modulus output produces velocities several magnitudes smaller than the CFD output. Unfortunately, I’m not sure how to troubleshoot that. I don’t believe it’s an over training issue because there’s no point in the middle at which it was producing good output either.I’m hoping that someone can help me identify some fundamental flaw in my approach that’s preventing me from convergence. Thanks :-).
image1374×654 131 KB

image1385×646 123 KB
Hi @npstrikeWow, thanks! I’ll do my best to take a look at this in the next week or two (will follow up). Really appreciate the effort here to set up a completely new system to share. Hopefully convergence can be improved as it would be an exciting edition to our examples.Thanks @ngeneva, I’ll appreciate whatever you can offer.Any chance you’ve had the opportunity to look into this @ngeneva ?Means of facilitating PINN convergence is of interest to me as well.I’ve bookmarked this problem, it may take me some time, but I will be examining other, related problems.Hi @npstrikeApologies for the delay. I did take a look at the problem and did notice pretty slow training progress, however the overall problem set up appears good.Regardless I have a few comments / suggestions I would eventually try on this type of problem which are below. Please correct me if something seems off:This is using the inlet mesh of the branch tube which results in an integral continuity plane just at the entrance of the mesh which isn’t actually that beneficial. Ideally we want these integral planes to be spaced out all along this inlet tube where we know the total flow rate. For example in the image below in paraview, the red points are the sampled current integral plane, the green are the volume and purple are where some good integral continuity could be placed.Ideally you want these to be random and a few per batch. I think you could create a 2D circle primitive with a symbol for its Y location, one can then parameterize the Y variable in the integral continuity to sample circles along the vertical (Y) axis. (I think, havent tried so dont quote me)image1760×1244 154 KBSame deal for the other inlet tube (and even the outlet). Setting this up correctly will be likely to make a large difference in convergence.What Reynolds number is this? I have not done the calculation myself, but if its quite high resolving the boundaries will be very challenging and I would probably recommend adding a zero equation turbulence model to the PDE (example). And also adjusting the sampling so you have a bulk flow constraint and then a near wall constraint. Can use the SDF as a criteria to accomplish this. We have used this in the past for some of the higher Re flows such as the FPGA problem.I would have to look at the scaling more, but I’m thinking maybe theres some adjustments that could be made there to make the inlet velocities / viscosity with slightly more normalized values while maintaining the Reynolds number. Perhaps its alright as is.Make sure you are not making the pipe diameter too small for the sake of decreasing the lengths of the tubes. If you know the inlet is likely laminar, you could decrease the length of the inlet pipes to make the diameter of the pipes larger since you know the flow profile (v(r) = v_0 (1 - r^2 / R^2) or something like that, cant recall exactly please check).Consider using a fourier net model (keyword fourier in the config for the model, docs are incorrect currently). They can work better for these problems with different length scales (in your case a long tube length but small diameter)Unfortunately, I dont have bandwidth at this very moment to dig into this problem more. Although I do intend to keep it on my radar for the future. Maybe trying out some of these suggestions. Naturally there’s a number of things that could be tinkered with but the first priority is to get the flow to converge consistency (even at a slightly different Reynolds number although your validation will be useless).Thanks for the feedback @ngeneva! I’ll definitely look into your suggestions. As for the integral planes, I don’t make the .stl files so to reduce how many new files I wait on I’m using the same mesh as the inlet/outlet, but then transforming it by an offset so that it’s somewhere along the length of the tube like you indicated. I believe the branch integral lands somewhere around the middle one you’ve marked. I hadn’t thought to parametrize the integral plane, but I can see how that’d be beneficial. Perhaps there’s a way I can parameterize the offset.I did find a minor bug after I posted that code where nu was getting multiplied by scale twice, but resolving that didn’t get me much further.I’ll have to follow up with more info about the Reynolds profile.One of our goals after this sample converges is to parameterize the inlet velocity/volume flow, so I’m not sure messing with that would help me in the long run.The pipe diameters are relatively fixed per the industry I work for, but there may be room to mess with changing the length.I’ll be sure to update this thread if/when I get this working :)For integral planes I would try to just use the CSG module! They are 2D circles so as long as you position it to be entered in the pipe it should be much easier than another STL file!I’ll check that out then, that could be a much nicer solution :)I tested the fourier network like you suggested and it made an immediate improvement. I recall testing all the different networks at one point, but perhaps there was another issue at the time that I’ve since resolved. At 15k iterations I can see the closest result I’ve seen so far to the truth. Pressure and scale are still pretty far off, but the fluid is flowing in a reasonable path now :D
One curious thing is that I’ve seen it’ll go from gradual progress to instantaneous insanity, which is coincidentally around the same iteration as specified under decay_steps. This is the first bit of significant progress I’ve made, and it’s a good boost for my moral :). Wish me luckimage1172×479 63.9 KBGreat news @npstrike ! Glad to see its making progress. : )Powered by Discourse, best viewed with JavaScript enabled"
83,is-my-computer-is-good-to-make-simnet-working,"Dear allI am absolutely new to SimNet
I have 2 computers with these GPU capabilities
1- Nividia Quadro K1000M
2-Nividia Quadro RTX 4000Can these capabilities run the SimNet
Thanks in advance
req747×622 105 KB

From the user guidePowered by Discourse, best viewed with JavaScript enabled"
84,how-to-make-nodes-for-geometrys-sdf,"I am referring to the Fully Developed Turbulent Channel in the tutorial. In ver 22.03, the distance from the wall could be referenced by making a node of the geometry’s sdf.In ver 22.09, however, the geometry’s sdf is not made and the distance from the wall is passed as a constant to argument ""parameter” of PointwiseBoundaryConstraint.In ver 22.09, when I tried to make a node of the geometry’s sdf as before, the following error occurred.
…
raceback (most recent call last):
File “mycode.py”, line 114, in run
+ [Node.from_sympy(geo.sdf, ‘normal_distance’)]
File “/modulus/modulus/node.py”, line 93, in from_sympy
evaluate = SympyToTorch(sub_eq, out_name, freeze_terms, detach_names)
File “/modulus/modulus/utils/sympy/torch_printer.py”, line 252, in init
self.keys = sorted([k.name for k in sympy_expr.free_symbols])
AttributeError: ‘function’ object has no attribute ‘free_symbols’
…Can you tell me how to generate a node of the geometry’s sdf?Hi @user106225The SDF of the geometry can be accessed using a SymPy symbol (seen here used for lambda weighting). Alternatively it can be accessed directing using the SDF attribute which will output a dictionary containing a SDF variable (example here).I would also suggest looking at the zero equation turbulence model which has the SDF in its equation for guidance.In the turbulent channel problem you reference, the 22.09 implementation is essentially training on a slightly smaller channel where the domain is between the edges of the wall-function. Hence the boundary is the value of the wall function at a fixed point (not no-slip).Hi, @ngenevaThank you for your response.
The use of sdf in the tutorial on zero equation turbulence model is what I was looking for.I have two additional problems.In ver. 22.09, I get the following error if I do not specify requires_grad=True in PoinrwiseInferencer etc. In ver. 22.03, there was no problem even if requires_grad=False.
…
RuntimeError: The following operation failed in the TorchScript interpreter.
Traceback of TorchScript (most recent call last):File “/modulus/modulus/eq/derivatives.py”, line 24, in gradient
“”""
grad_outputs: List[Optional[torch.Tensor]] = [torch.ones_like(y, device=y.device)]
grad = torch.autograd.grad(
~~~~~~~~~~~~~ <— HERE
[
y,
RuntimeError: element 0 of tensors does not require grad and does not have a grad_fn
…
In what case is requires_grad=True needed?I am using PointVYKInferencer for prediction. What should I do if there are sdf itself or quantities which has sdf in its equations in the output_names?
In the case of PointwiseInferencer, sdf is supposed to be calculated by passing geometory.sample_interior to invar. Likewise, should I pass the VTK lattice points containing the sdf to invar in some way?In what case is requires_grad=True needed?This is required when you want to save results that are gradients of the input. requires_grad turns on gradients for the model inputs. E.g. if I have a model that computes u = f(x), where f(.) is my NN, and I want to have an output value du/dx then requires_grad=True because I need gradients to be calculated on the input tensors. Without this grad variables will not be initialized and PyTorch will complain.Likewise, should I pass the VTK lattice points containing the sdf to invar in some way?Yes, basically the VTK inferencer is designed more for conducting inference on a predefined geometry as opposed to randomly sampling geometry with the regular PointwiseInferencer. This means you need to provide the SDF through the VTK object or as an additional input array of the appropriate size.Side note, the regular pointwise inferencer will still save the results in a Poly VTK file.  The downside is that you wont have any connectivity between these points for a mesh (although can could do this in post). Some more information on VTK utils is in our user-guide.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
85,about-modulus-multi-physics-coupling,"Hello, I would like to ask about how Modulus does the multi-physics simulation. Imagine we have temperature and flow fields, which interact strongly.  Is there one single NN trained for the two fields together or one NN for each field? If the latter case, how are the two NN coupled with each other? Thanks.Hi @hitustckitFor a purely physics-driven training we have some examples that solve one way coupled heat sink problems (so the flow impacts the thermal field). I would say the most basic example that demonstrates this is the Scalar Transport example which has two models training together for flow and thermal fields.Typically for more complex systems the flow field model is trained in isolation, fixed and then used to help train the model that solves the thermal field. An example of this is the FPGA example where we have both a flow and heat training script. Regardless we find having multiple models in mulit-physics systems is important for convergence since different physical quantities can have different structure and characteristics.Hi. Thanks a lot for the quick reply. I read the documents of some related cases. Still some confusion:This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
