,query,data
341,tensorrt-api-8-6-torch-multinomial,"Hi,Is there something that plays the role of torch.multinomial in tensorRT?I couldn’t find it on the site below.
https://docs.nvidia.com/deeplearning/tensorrt/api/c_api/index.htmlThanks!A clear and concise description of the bug or issue.TensorRT Version:  8.6
GPU Type:  rtx A6000
Nvidia Driver Version: 528.49
CUDA Version:  12.0
CUDNN Version:  X
Operating System + Version:
Python Version (if applicable):  3.9
TensorFlow Version (if applicable):
PyTorch Version (if applicable):
Baremetal or Container (if container which image + tag):Please attach or include links to any models, data, files, or scripts necessary to reproduce your issue. (Github repo, Google Drive, Dropbox, etc.)Please include:Hi,The below links might be useful for you.This Best Practices Guide covers various performance considerations related to deploying networks using TensorRT 8.0.3. These sections assume that you have a model that is working at an appropriate level of accuracy and that you are able to...The programming guide to the CUDA model and interface.https://docs.nvidia.com/cuda/cuda-runtime-api/group__CUDART__STREAM.htmlFor multi-threading/streaming, will suggest you to use Deepstream or TRITONFor more details, we recommend you raise the query in Deepstream forum.orraise the query in Triton Inference Server Github instance issues section.Triton Inference Server has 30 repositories available. Follow their code on GitHub.Thanks!Powered by Discourse, best viewed with JavaScript enabled"
342,error-model-is-not-available-on-server,"Please provide the following information when requesting support.Device: Xavier NX
6 Core CPU
Operating System Ubuntu 18.04
Riva Version 2.0.0
TLT Version (if relevant)
How to reproduce the issue ? I setup Riva 2.0 and every thing run well. When i send request to riva server for Transcribe give me Error: Model is not available on server.
How can i solve this issue?Hi @Mr.razzaghiThanks for your interest in RivaApologies you are facing error,It would be kind if you share the config.sh used in case you followed riva quickstart or the complete riva-build command in case you used a custom modelPlease do share the output of docker logs riva-speechI would also appreciate to knowconfig.sh (10.3 KB)
Uploading: riva-speech.log…
I just got this error without more details: Model is not available on server
For now I want to test all available models to evaluate them accuracy.riva-speech.log (57.8 KB)
log attached in this postFacing the same issue, @rvinobha any solution?Powered by Discourse, best viewed with JavaScript enabled"
343,trying-to-build-an-older-version-of-dali,"I’m having problems building an older version of DALI (v1.0.0) from GitHub - NVIDIA/DALI: A GPU-accelerated library containing highly optimized building blocks and an execution engine for data processing to accelerate deep learning training and inference applications.. I’ve created a branch of the v1.0.0 tag.  I get the following error when I use the command:The file https://developer.download.nvidia.com/compute/cuda/repos/ubuntu1804/x86_64/7fa2af80.pub does exist. So I’m not sure if I’m missing something.  Note that I’m able to build the main branch.Thanks
TonyI hacked the docker/Dockerfile.cuda112.x86_64.deps by adding
apt-key adv --keyserver keyserver.ubuntu.com --recv-keys A4B469963BF863CC  and got around this issue.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
344,can-the-trt-model-on-the-server-be-directly-transplanted-to-jetson-nx-for-use,"Please provide complete information as applicable to your setup.
• Hardware Platform (Jetson / GPU) Server:[GeForce RTX 3070 Ti]  and NX:Jetpack4.6
• DeepStream Version version 6.0.0
• JetPack Version (valid for Jetson only) Jetpack4.6
• TensorRT Version TensorRT-8.0.1.6
**• NVIDIA GPU Driver Version (valid for GPU only)**GeForce RTX 3070 Ti: CUDA Version: 11.5/ Jetpack4.6:CUDA Version:10.2.300
• Issue Type( questions, new requirements, bugs)
• How to reproduce the issue ? (This is for bugs. Including which sample app is using, the configuration files content, the command line used and other details for reproducing)
• Requirement details( This is for new requirement. Including the module name-for which plugin or for which sample application, the function description)Can the trt model on the server be directly transplanted to Jetson NX for use?
d41b341d55b233178a7369070e61f381662×337 102 KB
the server is faster than the NX to engine model, so I want to copy the model from the server to use in NXCan the trt model on the server be directly transplanted to Jetson NX for use?no,   tensorrt version, device are different.Thank you for your attention, tensorrt version I have installed the server and equipment as the same （TensorRT-Version:8.0.1.6)Let’s move it to TensorRT forum to get better support, thank you.Powered by Discourse, best viewed with JavaScript enabled"
345,how-to-measure-precision-recognition-accuracy-in-asr-models,"Please provide the following information when requesting support.I am using riva 2.6 with the ASR model in Spanish and I would like to know if there is information on the accuracy of the model for speech recognition or any parameter/measure that can be used to measure the effectiveness/precision/accuracy of the model when recognizing speech to text.Hi @nharoThanks for your interest in RivaI will check with the team regarding this and let you knowThanksPowered by Discourse, best viewed with JavaScript enabled"
346,how-many-request-a-t4-gpu-can-handle-at-a-time,"Hi,I have deployed Riva ASR with a single T4 GPU with 4 CPU and 16 CPU RAM.
How many requests this deployment can handThanksHI @mehadi.hasanThanks for your interest in RivaPlease find the requested details belowhttps://docs.nvidia.com/deeplearning/riva/user-guide/docs/asr/asr-performance.html#resultsPlease choose T4 GPU in the below tableThanksPowered by Discourse, best viewed with JavaScript enabled"
347,does-gtx-1050ti-or-1650-for-notebook-support-tensorflow-gpu,"I am planning to buy a laptop with Nvidia GeForce GTX 1050Ti or 1650 GPU for Deep Learning with tensorflow-gpu but in the supported list of CUDA enabled devices both of them are not listed.
Some people in the NVIDIA community say that these cards support CUDA can you please tell me if these card for laptop support tensorflow-gpu or not.
Link to the official list of CUDA enabled devices:Explore your GPU compute capability and CUDA-enabled products.Both the GTX 1050ti and GTX 1650 support CUDA, and either is new enough to be supported by TensorFlow. The 1050ti has compute capability (CC) 6.1 and the 1650 has CC 7.5. Tensorflow currently requires CC 3.5. If you are planning to run training (rather than just inference), you will want to make sure the frame buffer is large enough to support your models of interest.Thanks for the reply and clearence. Actually I asked this question from a customer support executive of NVIDIA and he said that these card doesn’t support tensorflow-gpu. So according to you I can install Tensorflow-gpu on a laptop with GTX 1050Ti or 1650 .
Please clearyfy further and if possible then please send me the links to check the compute capability [CC] of NVIDIA GPU cards
Thanks.The 1050 Ti and 1650 have limited memory capacities (~4GB I believe) and as such will only be appropriate for some DL workloads. As such we do not recommend these GPUs for Deep Learning applications in general. Also, laptops are not generally designed to run intensive training workloads 24/7 for weeks on end.That said, if your training task is reasonably small, these GPUs will certainly run TensorFlow.
Unfortunately, CUDA GPUs - Compute Capability | NVIDIA Developer needs to be updated. In the mean time, a list of compute capabilities is available at CUDA - WikipediaSo, will gtx 1660ti or rtx 2060 suffice for larger workloads?The 1660ti and 2060 with 6GB of memory will certainly be more flexible in addressing DL workloads than the 4GB 1050ti/1650. As points of reference, the professional-grade, server-class accelerators generally pack 16-32GB of memory while high-end desktop parts, like the 2080 or 1080Ti provide 11-12GB. Memory requirements are highly model-dependent. You will want to look at typical model sizes in your area of interest (or look at what hardware platforms reference models of interest to you have been train on).HelloI am trying to run some simple DL model in a Geforce GTX 1650Is there a tutorial to achive this ?Thanks in advanceHi @hardolfo7,You shouldn’t need to change your TF python scripts to start making use of GPUs. Since you are running on a laptop, I assume you’re GPU may also be used for rendering. In that case you may want to enable allow_growth option to keep TF from claiming too much of your GPU’s memory by default. See Use a GPU  |  TensorFlow CoreThe tensorflow pip packages for TF 2.1+ and 1.15 come with GPU support built in. If, however, you are running TF 2.0 or an older 1.x releaes you will want to install the tensorflow-gpu package instead.In order for TF to make use of your GPU you will also need to install the CUDA toolkit and CUDNN library. The versions you need depend on your TF version. Here are version lists for Linux and Windows packages.If running Docker containers is an option, you can simplify the installation process by using a TensorFlow image from NVIDIA’s GPU Cloud registry. These provide TF prepackaged with the latest cudnn and toolkit.I made an env with the instructions of this videoWorks perfectly, ThanksI have a laptop with Nvidia GeForce GTX 1050Ti, and I couldn’t work with my gpu in tensorflow, So after several tries, I achieve it. How? Well, first you need to create a new environment, with a python version equal to 3.6, next, you need to install tensorflow-gpu 1.19 version. and I recommend you that you follow the instructions contained inSetting up TensorFlow (GPU) on Windows 10 | by Peter Jang | Towards Data Sciencebut with the versions that I mentioned at first.
I atacched an image where we can see the correct behavior with this NVIDIA graphic target
Captura de pantalla 2021-03-17 08.27.211920×1080 223 KB
Hello,I am attempting to utilize my NVIDIA GTX 1050 Ti in TensorFlow, however TensorFlow does not appear to be recognizing my GPU despite installing the appropriate version of CUDA and cuDNN. Is there a solution to this issue?Hi @ibrahimsabri.belimi1997, can you provide details of your environment (e.g., Windows or Linux version, NVIDIA driver version installed, what toolkit/cudnn version you are using) where you are installing TensorFlow from (NGC or dockerhub container, pip package, building from source?), along with the output of running nvidia-smi on your system.I would recommend using the NGC Docker containers if you are not already, as these come with all library dependencies pre-installed.Powered by Discourse, best viewed with JavaScript enabled"
348,error-2-graphoptimizer-cpp-4222-error-code-2-internal-error-assertion-residual-extent-output-extent-failed,"the given model can be converted to tensorrt engine using tensorrt before8.4.1,
but the conversion failed in tensorrt8.5.2TensorRT Version: 8.5.2.1
GPU Type: Orin
Nvidia Driver Version:
CUDA Version: 11.4
CUDNN Version: 8.4.1
Operating System + Version: ubuntu 20.04.4
Python Version (if applicable):
TensorFlow Version (if applicable):
PyTorch Version (if applicable):
Baremetal or Container (if container which image + tag):./trtexec --onnx=test.onnx --saveEngine=test.onnx.engine --minShapes=feature:1x512x4,xyz0:1x512x3,xyz1:1x128x3,xyz2:1x32x3,xyz3:1x8x3,neigh_idx0:1x512x1,neigh_idx1:1x128x8,neigh_idx2:1x32x8,neigh_idx3:1x8x8,sub_idx0:1x128x1,sub_idx1:1x32x8,sub_idx2:1x8x8,sub_idx3:1x2x8,interp_idx0:1x512x1,interp_idx1:1x128x1,interp_idx2:1x32x1,interp_idx3:1x8x1 --optShapes=feature:1x51200x4,xyz0:1x51200x3,xyz1:1x12800x3,xyz2:1x3200x3,xyz3:1x800x3,neigh_idx0:1x51200x1,neigh_idx1:1x12800x8,neigh_idx2:1x3200x8,neigh_idx3:1x800x8,sub_idx0:1x12800x1,sub_idx1:1x3200x8,sub_idx2:1x800x8,sub_idx3:1x200x8,interp_idx0:1x51200x1,interp_idx1:1x12800x1,interp_idx2:1x3200x1,interp_idx3:1x800x1 --maxShapes=feature:1x153600x4,xyz0:1x153600x3,xyz1:1x38400x3,xyz2:1x9600x3,xyz3:1x2400x3,neigh_idx0:1x153600x1,neigh_idx1:1x38400x8,neigh_idx2:1x9600x8,neigh_idx3:1x2400x8,sub_idx0:1x38400x1,sub_idx1:1x9600x8,sub_idx2:1x2400x8,sub_idx3:1x600x8,interp_idx0:1x153600x1,interp_idx1:1x38400x1,interp_idx2:1x9600x1,interp_idx3:1x2400x1 --verbose
test.onnx (363.6 KB)[07/07/2023-11:55:37] [V] [TRT] After Myelin optimization: 113 layers
[07/07/2023-11:55:37] [V] [TRT] Applying ScaleNodes fusions.
[07/07/2023-11:55:37] [V] [TRT] After scale fusion: 113 layers
[07/07/2023-11:55:37] [V] [TRT] Running: SqueezePushDownFork on (Unnamed Layer* 11) [Shuffle]
[07/07/2023-11:55:37] [V] [TRT] -----------SqueezePushDown kSQUEEZE_FORK case: Conv_1 → (Unnamed Layer* 11) [Shuffle] → LeakyRelu_2
[07/07/2023-11:55:37] [V] [TRT] Running: ShuffleShuffleFusion on squeeze_after_LeakyRelu_2
[07/07/2023-11:55:37] [V] [TRT] ShuffleShuffleFusion: Fusing squeeze_after_LeakyRelu_2 with Unsqueeze_3
[07/07/2023-11:55:37] [V] [TRT] Running: ShuffleErasure on squeeze_after_LeakyRelu_2 + Unsqueeze_3
[07/07/2023-11:55:37] [V] [TRT] Removing squeeze_after_LeakyRelu_2 + Unsqueeze_3
[07/07/2023-11:55:37] [V] [TRT] Running: ReduceToPoolingFusion on ReduceMax_83
[07/07/2023-11:55:37] [V] [TRT] Swap the layer type of ReduceMax_83 from REDUCE to POOLING
[07/07/2023-11:55:37] [E] Error[2]: [graphOptimizer.cpp::matchDetails::4222] Error Code 2: Internal Error (Assertion residual->extent == output->extent failed. )
[07/07/2023-11:55:37] [E] Error[2]: [builder.cpp::buildSerializedNetwork::751] Error Code 2: Internal Error (Assertion engine != nullptr failed. )
[07/07/2023-11:55:37] [E] Engine could not be created from network
[07/07/2023-11:55:37] [E] Building engine failed
[07/07/2023-11:55:37] [E] Failed to create engine from model or file.
[07/07/2023-11:55:37] [E] Engine set up failedHi,Based on the above error, it looks like the model has a residual tensor and an output tensor that have incompatible shapes. On running the Polygraphy tool constant folding, we could successfully build the engine.Thank you.Tests ok.
Thanks a lot.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Powered by Discourse, best viewed with JavaScript enabled"
349,riva-start-sh-fails-on-jetson-orin,"I bought a Jetson AGX Orin Development Kit recently and wanted to run some speech AI on it.I followed the official Quick Start Guide [cannot put the link due to being a new user].All steps went OK, until the “bas riva_start.sh” step. I got the following output on screen after issuing the command.~/riva_quickstart_arm64_v2.9.0$ bash riva_start.sh
Starting Riva Speech Services. This may take several minutes depending on the number of models deployed.
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Health ready check failed.
Check Riva logs with: docker logs riva-speechThe output of the “docker logs riva-speech” command is attached here (logs.txt).
logs.txt (82.2 KB)Hope to get help here. Many thanks!Hi @yanchaoliuThanks for your interest in RivaI will check regarding this error with the Riva Team, in meantime one quick suggestionCan you try the setup again with a different port (i.e default port 50051), from logs i find you are using 8001 port,Kindly also share the config.sh usedThanksHI @yanchaoliuI have updates from Riva TeamThe Team analyzed the logs, The errors are due to unrecognized symbols from the TRT library, which happens due to TRT version mismatch b/w container and host, e.g.unable to load shared library: /usr/lib/aarch64-linux-gnu/libnvinfer.so.8: undefined symbol: _ZN5nvdla8IProfile17setUseSoftMaxOptzEbThey told me to verifywe strongly beleive it may be jetson relatedFor Riva 2.9.0 (which is your version I believe), Jetpack 5.0.2 should be used.If you are using latest Jetpack 5.1, Please switch to Riva 2.10.0 release.Please check and provide us the feedbackThanksI’m using nvidia agx orin
bash ./riva_init.sh
Logging into NGC docker registry if necessary…
Pulling required docker images if necessary…
Note: This may take some time, depending on the speed of your Internet connection.Pulling Riva Speech Server images.
Pulling nvcr.io/nvidia/riva/riva-speech:2.11.0. This may take some time…Downloading models (RMIRs) from NGC…
Note: this may take some time, depending on the speed of your Internet connection.
To skip this process and use existing RMIRs set the location and corresponding flag in config.sh.
docker: Error response from daemon: failed to create shim task: OCI runtime create failed: runc create failed: unable to start container process: error during container init: error running hook #0: error running hook: exit status 1, stdout: , stderr: Auto-detected mode as ‘csv’
invoking the NVIDIA Container Runtime Hook directly (e.g. specifying the docker --gpus flag) is not supported. Please use the NVIDIA Container Runtime instead.: unknown.
Error in downloading models.bash ./riva_start.shStarting Riva Speech Services. This may take several minutes depending on the number of models deployed.
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Waiting for Riva server to load all models…retrying in 10 seconds
Health ready check failed.
Check Riva logs with: docker logs riva-speechconfig.sh fileriva_target_gpu_family=“non-tegra”riva_tegra_platform=“orin”service_enabled_asr=true
service_enabled_nlp=true
service_enabled_tts=true
service_enabled_nmt=truelanguage_code=(“en-US”)asr_acoustic_model=(“conformer”)
gpus_to_use=“device=0”
MODEL_DEPLOY_KEY=“tlt_encode”riva_model_loc=“riva-model-repo”if [[ $riva_target_gpu_family == “tegra” ]]; then
riva_model_loc=“pwd/model_repository”
fiuse_existing_rmirs=falseriva_speech_api_port=“50051”riva_ngc_org=“nvidia”
riva_ngc_team=“riva”
riva_ngc_image_version=“2.11.0”
riva_ngc_model_version=“2.11.0”help me sort out my problem
Also it’s taking a lot more time to pull models while executing riva_init.sh fileHi @ritthyk5050Thanks for your interest in RivaApologies for the delayCan you kindly share the Jetpack version used
Riva 2.11 required  JetPack 5.1 or JetPack 5.1.1kindly set the default runtime to nvidia on the Jetson platform if no already doneYou have set the default runtime to nvidia on the Jetson platform by adding the following line in the /etc/docker/daemon.json file. Restart the Docker service using sudo systemctl restart docker after editing the file.""default-runtime"": ""nvidia""Please check the above and let us know if it helpsThanksJetson Model: AGX Orin
Jetpack Version: 5.1 (L4T 35.2.1)
Riva Version: 2.11.0I am having the same problem as OP. Nearly identical config. I have also done the ""default-runtime"": ""nvidia"" sugeestion. Running bash riva_start.sh produces same result. Runs until finally quitting and saying:I have included my config.sh and the output of docker logs riva-speech in the log.txt file.I am only trying to run the nlp models to test a simple sample script but can not get the Riva Service to work. Is Riva 2.10.0 more stable?config.sh (13.3 KB)
log.txt (13.0 KB)Hi @hpetty_c2iThanks for your interest in RivaCan you run the following command and share with us the outputAlso can you check if you are able to run any basic container with nvidia-runtime
2. docker run -it --rm --runtime nvidia ubuntu:20.04Thanksdocker info | grep -i runtimeAnd yes I am able to run the containerPowered by Discourse, best viewed with JavaScript enabled"
350,how-to-add-batchednmsdynamic-trt-plugin-to-a-onnx-model,"I want to add BatchedNMSDynamic_TRT plugin to my SSD ONNX model in the end. I want output model to be also in ONNX form only. (or any other format but not TRT model.) My current model has two output (boxes and sources), one related to coordinate of bbox and another is corresponding confidence scores. Please help me on this. Python code is preferred.• Hardware Platform (GPU)
• DeepStream Version 6.2
• TensorRT Version 8.5.2
• NVIDIA GPU Driver Version 525.85.12
• Issue Type (questions)Hi,
Please refer to below links related custom plugin implementation and sample:This Samples Support Guide provides an overview of all the supported NVIDIA TensorRT 8.6.0 Early Access (EA) samples included on GitHub and in the product package. The TensorRT samples specifically help in areas such as recommenders, machine...TensorRT is an SDK for high performance, deep learning inference. It includes a deep learning inference optimizer and a runtime that delivers low latency and high throughput for deep learning…While IPluginV2 and IPluginV2Ext interfaces are still supported for backward compatibility with TensorRT 5.1 and 6.0.x respectively, however, we recommend that you write new plugins or refactor existing ones to target the IPluginV2DynamicExt or IPluginV2IOExt interfaces instead.Thanks!Powered by Discourse, best viewed with JavaScript enabled"
351,nvidia-nemo,"I’m planning to use Nvidia Nemo framework for speech diarization, speech recognition and other NLP operations and right now I’m doubtful about the data privacy coz the data will have confidential information and i don’t want it to be leaked in any way. can you walk me through the entire process of encrytion and data’s lifecycle. Also will this be stored in your cloud.Powered by Discourse, best viewed with JavaScript enabled"
352,jax-container-early-access-approval,"Hi team NVIDIA,I wonder how long does it normally take for an approval to go through? Furthermore, I am curious, are there any specific criteria you check for? I’ve used NVIDIA TensorFlow containers for my experiments before, and they’ve proven really useful. Now I have one more upcoming using JAX, and it would be a game changer, if I don’t have to build one myself fully from scratch.All the best,
ArtemAccess granted! We’d love to hear about your use case and what JAX libraries you’re using.Powered by Discourse, best viewed with JavaScript enabled"
353,agx-orin-setup-riva-docker,"I’m new to Nvidia devices. I have a Jetson AGX Orin dev kit. Installing Ubuntu was easy enough, but I’m having problems setting up the dev environment.I installed JetPack:
sudo apt update
sudo apt dist-upgrade
sudo reboot
sudo apt install nvidia-jetpackThe SDK I need to run is Riva. I’ve downloaded the Riva files. When I run riva_init.sh, I get errors stating docker is missing.I’ve tried installing docker using the deployment guide, but when I run the command:
sudo apt-get install -y docker-ce docker-ce-cli containerd.io
I get the following errors:Package docker-ce is not available, but is referred to by another package.
This may mean that the package is missing, has been obsoleted, or
is only available from another source
However the following packages replace it:
docker-ce-cli:amd64
E: Package ‘docker-ce’ has no installation candidate
E: Unable to locate package docker-ce-cli
E: Unable to locate package containerd.io
E: Couldn’t find any package by glob ‘containerd.io’
E: Couldn’t find any package by regex ‘containerd.io’Any help on the proper steps to get Riva and Docker properly setup and running would be greatly appreciated.I’m not familiarwith Riva SDK, will forward this issue to internal team to have suggestions.This topic was automatically closed 14 days after the last reply. New replies are no longer allowed.Hi @lshoellApologies for the delayWill check with the internal team regarding your docker installation failure and updateThanksHi @lshoellApologies on the delayI have updates from the internal team>> I have a Jetson AGX Orin dev kit. Installing Ubuntu was easy enoughFrom this comment, it seems that you are installing a generic Ubuntu release image. But for Jetson, we need to use the L4T BSP image which is provided with Jetpack.We request to follow the instructions here to setup Orin Jetson AGX Orin Developer Kit User Guide - Two Ways to Set Up Software | NVIDIA Developer - “Optional Flow with Host Linux PC” section mentions the steps to install L4T BSP image that needs to be used. The user should install Jetpack 5.1 L4T image and SDK components. After installing the Jetpack successfully, the user needs to follow Riva quick start guide Quick Start Guide — NVIDIA Riva instructions.Please try the above and let us know if it helpsThanksPowered by Discourse, best viewed with JavaScript enabled"
354,using-tensorrt-batched-nms-plugin-with-scrfd-model-insightface,"How to use  BatchedNMS_TRT plugin in a SCRFD model (scrfd_500m)  ?
Screenshot 2023-06-13 134439678×521 28.5 KB
TensorRT Version: 8.6
GPU Type:   NVidia A100
Nvidia Driver Version: 530
CUDA Version:  12.1
CUDNN Version:
Operating System + Version: Ubuntu 18.04.5 LTS
Python Version (if applicable):  Python 3.7.10
TensorFlow Version (if applicable):
PyTorch Version (if applicable):  1.9.0master/detection/scrfd/toolsState-of-the-art 2D and 3D Face Analysis Project. Contribute to deepinsight/insightface development by creating an account on GitHub.release/8.6/plugin/batchedNMSPluginNVIDIA® TensorRT™, an SDK for high-performance deep learning inference, includes a deep learning inference optimizer and runtime that delivers low latency and high throughput for inference applicat...scrfd_500m.onnx (2.2 MB)Hi,
Please refer to below links related custom plugin implementation and sample:This Samples Support Guide provides an overview of all the supported NVIDIA TensorRT 8.6.1 samples included on GitHub and in the product package. The TensorRT samples specifically help in areas such as recommenders, machine comprehension, character...TensorRT is an SDK for high performance, deep learning inference. It includes a deep learning inference optimizer and a runtime that delivers low latency and high throughput for deep learning…While IPluginV2 and IPluginV2Ext interfaces are still supported for backward compatibility with TensorRT 5.1 and 6.0.x respectively, however, we recommend that you write new plugins or refactor existing ones to target the IPluginV2DynamicExt or IPluginV2IOExt interfaces instead.Thanks!Powered by Discourse, best viewed with JavaScript enabled"
355,cudaarray-surface-nvcvimage-cudaarray-surface,"I’m writing a plugin for a host application where I’m provided a cudaArray for incoming image data and another cudaArray (for which I have to make a surface) for outgoing image data.What is the best way to get data to/from a NvVFX effect? I initially thought I could use NvCVImage_Init() to point to the incoming data (the cudaArray directly, trying to avoid a copy). It doesn’t seem to be able to read the data in cudaArray (as one would require), and I can’t use a surface since the type is wrong.Now I’m copying from a cuda surface to a previously allocated NvCVImage running an effect. Then I copy the outgoing NvCVImage (previously allocated) back to another surface.A couple of things:I can’t seem to use any built-in cudaMemcpy functions, so I have to use a custom kernel for both copies. Is there something I’m missing?Does the first copy really need to happen, or the last? Since all data is accessed and modified via CUDA, it seems I should be able to at least read the source data directly in the effect.Are there any suggestions on how to properly read/write NvCVImage from/to cuda surfaces/cudaArrays?Real-time performance is a big factor, so it would be ideal to avoid as much copying and overhead as possibleThanks,
KeithPowered by Discourse, best viewed with JavaScript enabled"
356,unable-to-convert-t5-xl-model-to-tensorrt,"We tried converting T5 xl model to TensorRT as per instructions at https://developer.nvidia.com/blog/optimizing-t5-and-gpt-2-for-real-time-inference-with-tensorrt/
I am not able to build TensorRT OSS and running into following error:/urs/bin/aarch64-linux-gnu-g++ is not a full path to existing compiler tool.I tried converting encoder and decoder separately into tensorrt but could not run the converted models in triton server.TensorRT Version:
GPU Type:  A100
Nvidia Driver Version: 530.30.02
CUDA Version:  12.1
CUDNN Version:
Operating System + Version:
Python Version (if applicable):  3.9.2
TensorFlow Version (if applicable):
PyTorch Version (if applicable):
Baremetal or Container (if container which image + tag):Hi,I am not able to build TensorRT OSS and running into following error:Could you try again after installing g++ correctly, Please refer to the readme below (latest doc) to build TensorRT OSS.NVIDIA® TensorRT™, an SDK for high-performance deep learning inference, includes a deep learning inference optimizer and runtime that delivers low latency and high throughput for inference applicat...Thank you.Powered by Discourse, best viewed with JavaScript enabled"
